Player,Date,Number,Matches,Wins,Elo,Lefty Elo,Righty Elo,Hard Elo,Clay Elo,Grass Elo
Trey Yates,2017-11-13,250,7,0,1014.0714872238337,1250,1250,992.1651862193845,1250.0,1250.0
Bobbie De Goeijen,2016-07-25,263,1,0,1219.3094793633138,1250,1250,1250.0,1212.3430231220393,1250.0
Laurens Deelstra,2016-07-25,244,1,0,1170.4861513247251,1250,1250,1250.0,1172.0725382885757,1250.0
Christian Lakoseljac,2022-08-22,241,3,0,1140.8437525981583,1250,1250,1125.3240878850677,1250.0,1250.0
Alvar Gutierrez Medina,2016-07-25,260,1,0,1168.9331718212682,1250,1250,1165.5790743589944,1250.0,1250.0
Pablo Irigaray Guarne,2016-07-25,261,1,0,1171.126559246641,1250,1250,1164.6975261410776,1250.0,1250.0
Saul Verdugo Vicente,2017-07-31,235,2,0,1115.2127361731482,1250,1250,1117.9124824691226,1250.0,1250.0
Oscar Mancineiras Cornella,2016-07-25,264,1,0,1185.7062808911994,1250,1250,1181.791100159634,1250.0,1250.0
Javier Pulgar Garcia,2016-09-05,248,2,0,1131.9622200905278,1250,1250,1183.7561543839176,1188.9550822586766,1250.0
Zhansultan Chembotayev,2016-07-25,243,1,0,1184.3368048899058,1250,1250,1184.3368048899058,1250.0,1250.0
Evgeny Danilov,2016-07-25,255,1,0,1190.6190517440202,1250,1250,1177.0163526608103,1250.0,1250.0
Kaysar Bekimov,2016-07-25,256,1,0,1198.6220450718345,1250,1250,1191.3577439714313,1250.0,1250.0
Mihail Khaldeev,2016-07-25,259,1,0,1199.0149134979058,1250,1250,1187.2258320173487,1250.0,1250.0
Marco Pivotto,2016-07-25,251,1,0,1178.8018138048337,1250,1250,1250.0,1164.7107349352834,1250.0
Ettore Capello,2016-07-25,247,1,0,1201.4845579444022,1250,1250,1250.0,1173.570237667458,1250.0
William Bushamuka,2018-07-30,284,5,0,1059.6311674581468,1250,1250,1027.8758265401066,1250.0,1250.0
Alexander Gornet,2016-07-25,257,1,0,1203.1245894903689,1250,1250,1189.2382441224506,1250.0,1250.0
Lukas Vejvara,2017-07-24,244,2,0,1205.0243696751563,1250,1250,1250.0,1201.0292216494615,1250.0
Michal Bisko,2017-07-24,232,2,0,1194.638576370528,1250,1250,1250.0,1172.9546320373229,1250.0
Beck Pennington,2016-07-25,245,1,0,1200.406229042975,1250,1250,1190.3177769105669,1250.0,1250.0
William Flavell,2016-08-01,245,1,0,1210.5480621519278,1250,1250,1250.0,1212.0734948118559,1250.0
Adam Bronka,2016-08-01,247,1,0,1184.3368048899058,1250,1250,1250.0,1184.3368048899058,1250.0
Jan Zednik,2016-08-01,248,1,0,1196.4983734415903,1250,1250,1250.0,1188.597289914645,1250.0
Yvo Panak,2016-08-01,253,1,0,1212.3982825121282,1250,1250,1250.0,1202.833157706674,1250.0
Luca Serena,2016-08-01,256,1,0,1187.6906187429004,1250,1250,1250.0,1193.392564056838,1250.0
Alessandro Ragazzi,2016-08-01,251,1,0,1164.6776784212902,1250,1250,1250.0,1163.0910954328249,1250.0
Gianluca Quinzi,2016-08-01,248,1,0,1181.1933341331824,1250,1250,1250.0,1176.4737232404357,1250.0
Marco Bergagnin,2016-08-01,244,1,0,1180.642687161676,1250,1250,1250.0,1175.856414731434,1250.0
Tom Dynka,2016-08-01,256,1,0,1179.2196902345977,1250,1250,1176.3227586815074,1250.0,1250.0
Changwei Peng,2017-07-31,248,3,0,1060.9435757380254,1250,1250,1063.2233476354113,1250.0,1250.0
Juan Carlos Manuel Aguilar,2016-08-08,258,2,0,1085.9503741897865,1250,1250,1092.6931575888166,1250.0,1250.0
Rikus De Villiers,2016-08-08,258,1,0,1173.9645534859956,1250,1250,1161.9899368069634,1250.0,1250.0
Roy Lederman,2016-08-08,261,1,0,1207.904767448193,1250,1250,1196.3836019582736,1250.0,1250.0
Michael Genender,2017-02-06,240,3,0,1057.4889748324406,1250,1250,1042.625438869139,1250.0,1250.0
Harrison Scott,2018-10-15,275,2,0,1180.313080263273,1250,1250,1165.6132765596838,1250.0,1250.0
Perry Gregg,2021-04-19,246,5,0,1067.821287730503,1250,1250,1068.5243985682498,1212.7783298645807,1250.0
Juan Ignacio Batalla Diez,2016-08-08,260,1,0,1171.9699971628559,1250,1250,1161.9699735159368,1250.0,1250.0
Fernando Cabrera,2016-08-08,261,1,0,1223.390304617147,1250,1250,1211.6745185634927,1250.0,1250.0
Victor Pham,2016-08-08,265,1,0,1188.13459469189,1250,1250,1174.4689314904924,1250.0,1250.0
Zi Yang Cai,2016-08-08,247,1,0,1174.237830720368,1250,1250,1250.0,1170.9321244527916,1250.0
Honghan Wang,2017-04-17,244,2,0,1146.6218200665494,1250,1250,1250.0,1157.5999347949223,1250.0
Yang Liu,2016-08-08,265,1,0,1184.508329602823,1250,1250,1250.0,1186.6922970470544,1250.0
Federico Bertuccioli,2023-11-27,243,3,0,1125.753697419556,1250,1250,1250.0,1100.2380073604668,1250.0
Klemen Nikolas,2016-08-08,261,1,0,1209.5039292343529,1250,1250,1201.2075094268569,1250.0,1250.0
Grega Boh,2017-08-07,276,2,0,1153.638868807743,1250,1250,1142.0345440320625,1250.0,1250.0
Matic Spec,2016-08-08,244,1,0,1184.3368048899058,1250,1250,1184.3368048899058,1250.0,1250.0
Edward Nguyen,2017-07-24,236,3,0,1044.2026150444879,1250,1250,1029.6522907631531,1250.0,1250.0
Giovanni David,2016-08-15,248,1,0,1154.496743667221,1250,1250,1250.0,1152.869974710266,1250.0
Omar Fiorenzato,2016-08-15,246,1,0,1169.0290698611464,1250,1250,1250.0,1176.6553615294633,1250.0
Tommaso Schold,2016-08-15,242,1,0,1218.1619212214355,1250,1250,1250.0,1181.5280228487718,1250.0
Bjarne Mannheims,2016-08-15,260,1,0,1172.0173412612385,1250,1250,1250.0,1165.969973812275,1250.0
Jens Janssen,2016-08-15,264,1,0,1188.7926134328832,1250,1250,1250.0,1183.5902012626161,1250.0
Aliaksandr Prudnikau,2016-08-15,285,1,0,1244.880218633796,1250,1250,1250.0,1231.892432321108,1250.0
Lorenzo Corioni,2016-08-22,253,1,0,1196.453059612524,1250,1250,1250.0,1190.297725918668,1250.0
Dennis Uspensky,2016-10-31,232,4,0,1041.1239042333177,1250,1250,1000.665015970421,1250.0,1250.0
Enrico Dos Santos Lima,2016-08-29,258,1,0,1164.1514631690925,1250,1250,1149.7587067638826,1250.0,1250.0
Lucas Agra,2016-08-29,262,1,0,1182.85314999812,1250,1250,1177.005137332334,1250.0,1250.0
Maurizio Speziali,2016-08-29,244,1,0,1190.4640346305673,1250,1250,1250.0,1184.1241640804865,1250.0
Jasper Van Vliet,2016-09-05,247,1,0,1196.0796462755466,1250,1250,1250.0,1180.3180326100824,1250.0
Amadatus Admiraal,2016-09-05,246,1,0,1227.659106106756,1250,1250,1250.0,1224.8138060449323,1250.0
Nicolo Inserra,2016-09-05,254,1,0,1232.6684739384038,1250,1250,1250.0,1226.0994084441973,1250.0
Luca Prevosto,2018-09-03,234,2,0,1172.805839461258,1250,1250,1250.0,1161.7822130462816,1250.0
Matteo Siccardi,2016-09-05,252,1,0,1174.9593666316132,1250,1250,1250.0,1172.6779390019751,1250.0
Alessandro Ceppellini,2018-10-01,228,3,0,1115.2633493704427,1250,1250,1250.0,1095.1566119504976,1250.0
Paolo Dagnino,2017-06-26,240,2,0,1186.4517515180441,1250,1250,1250.0,1175.120218903275,1250.0
Rodrigo Ramos Codes,2016-09-05,251,1,0,1184.3368048899058,1250,1250,1250.0,1184.3368048899058,1250.0
Diogo Lourenco,2017-06-12,241,2,0,1098.0797725563639,1250,1250,1250.0,1095.0806085027743,1250.0
Leandro Serrano Sanz,2016-09-05,252,1,0,1184.3368048899058,1250,1250,1250.0,1184.3368048899058,1250.0
Ivan Marrero Curbelo,2022-11-28,237,8,0,1002.1012845102648,1250,1250,1066.139350888398,1087.9388896628948,1250.0
Guy Stokman,2017-09-04,240,2,0,1140.5351924624886,1250,1250,1250.0,1127.7303097554695,1250.0
Brian De Vrind,2016-09-05,251,1,0,1195.1323278078096,1250,1250,1250.0,1193.2891739261158,1250.0
Egor Kovalev,2016-11-07,239,3,0,1076.778781071316,1250,1250,1126.731620918721,1163.836101742912,1250.0
Nathan Seateun,2016-09-05,261,1,0,1217.9945178839928,1250,1250,1186.3128261011811,1250.0,1250.0
Arthur Hugounenq,2016-09-05,259,1,0,1185.7039334336596,1250,1250,1191.4126530860312,1250.0,1250.0
Baptiste Anselmo,2016-09-05,258,1,0,1168.765227420836,1250,1250,1176.843734766343,1250.0,1250.0
Zhao Zhao,2019-10-14,222,3,0,1114.8522604886398,1250,1250,1094.247108874951,1250.0,1250.0
Filip Ambrozy,2018-06-04,236,3,0,1116.5603402989466,1250,1250,1250.0,1079.9199877494343,1250.0
Keisuke Numajiri,2016-09-12,261,1,0,1195.7955855317268,1250,1250,1181.263664856216,1250.0,1250.0
Ang Ji,2016-10-24,250,2,0,1121.9690794592884,1250,1250,1099.7001503615668,1250.0,1250.0
Mateusz Smolicki,2016-09-12,242,1,0,1187.524277071153,1250,1250,1250.0,1177.8594626970014,1250.0
Mustafa Erdogan,2018-09-10,237,3,0,1103.229152246072,1250,1250,1086.7699814672499,1250.0,1250.0
Gokberk Ergeneman,2016-09-12,262,1,0,1192.853144142232,1250,1250,1185.1950581334986,1250.0,1250.0
S Mert Ozdemir,2023-09-04,245,4,0,983.1511921345195,1250,1250,1008.6376761980645,1250.0,1250.0
Andre Biro,2016-10-24,228,2,0,1171.0589721220583,1250,1250,1222.3510887002494,1184.3368048899058,1250.0
Catalin Mateas,2018-09-10,241,2,0,1149.9448858596502,1250,1250,1139.724380701164,1250.0,1250.0
Ivan Saveljic,2018-09-10,242,2,0,1170.563659747153,1250,1250,1159.1531306468219,1250.0,1250.0
Thomas Pura,2016-09-12,252,1,0,1184.3368048899058,1250,1250,1184.3368048899058,1250.0,1250.0
Alan Gadjiev,2016-10-31,239,3,0,1087.3799767772116,1250,1250,1073.6751531521877,1250.0,1250.0
Robert Levine,2016-09-12,250,1,0,1179.6834610275284,1250,1250,1173.626223601069,1250.0,1250.0
Igor Saveljic,2017-09-11,228,2,0,1156.721465636328,1250,1250,1142.154215316419,1250.0,1250.0
Michael Ogden,2016-09-12,245,1,0,1193.0378507922535,1250,1250,1187.8443500314181,1250.0,1250.0
Felipe Martinez Sarrasague,2021-11-08,249,5,0,1051.9133024565447,1250,1250,1077.9544908985977,1172.1683338640853,1250.0
Tyler Mercier,2016-09-12,243,1,0,1171.778197313052,1250,1250,1177.4633241168713,1250.0,1250.0
Ivan Randjelovic,2017-09-11,244,2,0,1165.6358982368224,1250,1250,1250.0,1133.2792853695396,1250.0
Goran Radanovic,2019-09-09,251,2,0,1181.1277457277865,1250,1250,1250.0,1143.5140903356457,1250.0
Georgyi Malyshev,2017-09-11,232,2,0,1153.6070660830258,1250,1250,1138.0201228826154,1250.0,1250.0
Alen Rogic Hadzalic,2022-03-21,243,2,0,1158.1679630752,1250,1250,1250.0,1144.8939313681735,1250.0
Nick Stachowiak,2018-09-10,279,3,0,1152.9628839596298,1250,1250,1124.77264079255,1250.0,1250.0
Mohamed Belcora,2016-09-12,260,1,0,1181.3323843532805,1250,1250,1250.0,1175.4808677102951,1250.0
Mohamed Khamlich,2016-09-12,259,1,0,1169.0440281679864,1250,1250,1250.0,1165.9943999085697,1250.0
Marouane Wasfy,2016-09-12,263,1,0,1181.0552951540003,1250,1250,1250.0,1178.7962405859278,1250.0
Amine Chadli,2016-09-19,263,2,0,1156.172232787398,1250,1250,1250.0,1144.0039033846565,1250.0
Andreas Bjerrehus,2016-09-16,2,1,0,1235.7919811209042,1250,1250,1227.2013744035476,1250.0,1250.0
Benjamin Hannestad,2022-07-18,242,4,0,1173.6864351109202,1250,1250,1125.7117090016086,1221.4139568699882,1250.0
Tomas Vaise,2023-02-06,245,5,0,1104.5784649634402,1250,1250,1084.0945775767807,1250.0,1250.0
Maxim Kravtsov,2016-09-19,261,1,0,1240.5715098334954,1250,1250,1232.2402668622356,1250.0,1250.0
Alex Kobelt,2019-10-14,248,6,0,1038.4507485938288,1250,1250,1021.0203110981499,1250.0,1250.0
Valentin Vanta,2017-09-18,244,2,0,1185.4022340828037,1250,1250,1250.0,1171.182115331791,1250.0
Johann Willems,2020-02-17,221,2,0,1170.3076979427879,1250,1250,1201.680336233564,1195.4353133303941,1250.0
Felipe Galvao,2016-09-19,262,1,0,1184.3368048899058,1250,1250,1250.0,1184.3368048899058,1250.0
Joao Pedro Alcantara,2016-09-19,264,1,0,1184.3368048899058,1250,1250,1250.0,1184.3368048899058,1250.0
Bruno Pessoa,2016-09-19,258,1,0,1175.4266817268892,1250,1250,1250.0,1172.008177423786,1250.0
Oezen Usakli,2017-09-18,246,2,0,1150.8807122561775,1250,1250,1125.787229183529,1250.0,1250.0
Mikolaj Borkowski,2016-09-26,243,1,0,1223.2984929467302,1250,1250,1212.496352831056,1250.0,1250.0
Daniele Chiurulli,2016-09-26,247,1,0,1190.1175033051722,1250,1250,1168.731388335631,1250.0,1250.0
Mert Zincirli,2016-09-26,232,1,0,1165.584786111423,1250,1250,1156.6095590541424,1250.0,1250.0
Juan Miguel Jaramillo,2016-09-26,228,1,0,1184.3368048899058,1250,1250,1250.0,1184.3368048899058,1250.0
Robbie C Bellamy,2016-09-26,282,1,0,1230.9315035606148,1250,1250,1215.518822672633,1250.0,1250.0
Diego Alejandro Giraldo Restrepo,2016-09-26,236,1,0,1178.5776843227718,1250,1250,1250.0,1173.746383096838,1250.0
Juan Pablo Rodas,2016-09-26,241,1,0,1164.129948734077,1250,1250,1250.0,1164.1340706908113,1250.0
Sergio Luis Hernandez Ramirez,2022-07-04,270,5,0,1126.6227900994386,1250,1250,1250.0,1108.255510874601,1250.0
Louis Herman,2016-10-03,232,1,0,1174.2589986573546,1250,1250,1173.9764000798514,1250.0,1250.0
Theo Vandeweghe,2016-10-03,229,1,0,1188.0735227371924,1250,1250,1186.468990393494,1250.0,1250.0
Driss Lbahy,2016-10-03,228,1,0,1216.4329364308828,1250,1250,1250.0,1214.4311960577445,1250.0
Anas Chakrouni,2016-10-10,236,2,0,1129.1254447732754,1250,1250,1250.0,1105.371169306591,1250.0
Giovane Bueres,2016-10-03,241,1,0,1171.0834690097736,1250,1250,1250.0,1168.3573347086062,1250.0
Gabriel Vallim,2016-10-03,229,1,0,1166.9455714589765,1250,1250,1250.0,1165.1992604633328,1250.0
Farzin Danny Amiri,2017-02-13,227,2,0,1182.1200529933444,1250,1250,1149.3728269292978,1250.0,1250.0
Daly Meinert,2016-10-10,244,1,0,1219.2232154172546,1250,1250,1207.4530984210585,1250.0,1250.0
Alec Adamson,2020-01-13,263,3,0,1083.8327559015368,1250,1250,1075.2167716340452,1250.0,1250.0
Thanh Trung Hoang,2016-10-10,241,1,0,1174.5351200654063,1250,1250,1171.989572232398,1250.0,1250.0
Stefan Vujic,2019-01-07,264,2,0,1142.102076426236,1250,1250,1116.442386213053,1250.0,1250.0
Cong Tien Le,2016-10-10,232,1,0,1174.0059821108243,1250,1250,1170.6797850341784,1250.0,1250.0
Guillermo Alejandro Arrambide Herrera,2016-10-10,245,1,0,1196.4863037058913,1250,1250,1175.7199955427131,1250.0,1250.0
Manfred Brandes,2016-10-10,243,1,0,1151.1180435999217,1250,1250,1152.436370030905,1250.0,1250.0
Ku Keon Kang,2017-10-02,243,2,0,1146.8344767904127,1250,1250,1128.6437778547095,1250.0,1250.0
Stefan Frljanic,2016-10-10,228,1,0,1164.3107830747924,1250,1250,1171.6452640542234,1250.0,1250.0
Stefan Skadarka,2018-01-01,249,5,0,1021.3007038859049,1250,1250,988.5516500467406,1250.0,1250.0
Alejo Vilaro,2018-07-09,228,4,0,1083.1061843442517,1250,1250,1250.0,1055.1437104821305,1250.0
Juan Pablo Becker,2016-10-10,237,1,0,1184.3368048899058,1250,1250,1250.0,1184.3368048899058,1250.0
Agustin Suarez Gonzalez,2016-10-10,235,1,0,1189.2866792968546,1250,1250,1250.0,1182.4479484722,1250.0
Luis Mauricio Bonilla,2016-10-10,234,1,0,1185.1447739324683,1250,1250,1250.0,1178.5752085331756,1250.0
Federico Moreno,2022-04-25,240,3,0,1104.9084606762767,1250,1250,1203.278307980933,1118.5907074187467,1250.0
Federico Nicolas Bertucci,2016-10-10,232,1,0,1165.870444085627,1250,1250,1250.0,1163.683166438782,1250.0
Ayoub Benamar,2016-10-10,243,1,0,1165.8879405075331,1250,1250,1250.0,1164.9032925007139,1250.0
Pavel Petrov,2016-11-21,246,2,0,1141.5923723198594,1250,1250,1130.3285164948934,1250.0,1250.0
Azizbek Akhmadjonov,2016-10-10,236,1,0,1148.1717267464287,1250,1250,1149.1148172081928,1250.0,1250.0
Cristopher Kohl,2017-03-06,232,2,0,1138.079897048678,1250,1250,1250.0,1129.4227227375602,1250.0
Richard Solberg,2017-10-16,232,2,0,1131.5804884912227,1250,1250,1129.2324247623299,1250.0,1250.0
Evaldo Neto,2016-10-17,228,1,0,1193.625740920421,1250,1250,1174.9046325470888,1250.0,1250.0
Ruben Alberts,2017-10-16,279,2,0,1185.5199501511813,1250,1250,1162.5062745341713,1250.0,1250.0
Eduardo Lacalle,2016-10-17,227,1,0,1171.9245455202451,1250,1250,1250.0,1168.6366193956137,1250.0
Nicolas Bruna,2023-03-12,240,8,0,1020.9671923184146,1250,1250,1208.5142221213878,986.5452507239186,1250.0
Marin Dumitru,2016-10-17,233,1,0,1168.6576780236314,1250,1250,1250.0,1166.2789487833588,1250.0
Carlos Jose Cuevas,2016-10-17,241,1,0,1153.216711890141,1250,1250,1250.0,1151.761149939276,1250.0
Max Colorado ,2016-10-17,239,1,0,1221.0447457899827,1250,1250,1196.4273192934377,1250.0,1250.0
Anurag Nenwani,2018-02-12,237,2,0,1071.7190136509078,1250,1250,1062.4377803735258,1250.0,1250.0
Javier Rodriguez,2016-10-24,244,1,0,1216.3313859920868,1250,1250,1250.0,1209.7766907599027,1250.0
Mateo Vereau Melendez,2016-10-24,228,1,0,1150.6721424731186,1250,1250,1250.0,1149.4022845550655,1250.0
Patrick Rynsaardt,2017-01-09,249,2,0,1124.458668475432,1250,1250,1129.8342655314507,1250.0,1250.0
Harrison Lombe,2016-10-24,272,1,0,1187.896808636216,1250,1250,1174.983008996556,1250.0,1250.0
Joshua Charlton,2022-01-03,251,2,0,1160.8095374122029,1250,1250,1115.9016263541268,1250.0,1250.0
Michael Shepheard,2017-10-23,243,2,0,1138.4777793488809,1250,1250,1123.6958553308582,1250.0,1250.0
Anderson Reed,2016-10-24,247,1,0,1173.5297012938497,1250,1250,1170.6315628090417,1250.0,1250.0
Mustafa Ibraimi,2016-10-24,245,1,0,1196.650913543278,1250,1250,1192.647338029473,1250.0,1250.0
Paul Kramberger,2016-10-24,244,1,0,1176.3999161655345,1250,1250,1175.6888334567775,1250.0,1250.0
Shun Tian Shi,2016-10-24,233,1,0,1164.7052306884596,1250,1250,1163.5511184207007,1250.0,1250.0
Ze Gong,2016-10-24,237,1,0,1155.9982331227145,1250,1250,1160.9207240945302,1250.0,1250.0
Tian Xiang Hui,2016-10-24,229,1,0,1159.0119958197133,1250,1250,1169.801981722486,1250.0,1250.0
Zhu Guo,2017-04-24,237,2,0,1068.951436464434,1250,1250,1141.165776285839,1170.2277490307672,1250.0
Ammar Alhogbani,2021-11-22,246,3,0,1108.211128709913,1250,1250,1097.0239944830814,1250.0,1250.0
Aswin Lizen,2018-10-29,236,2,0,1157.523400755282,1250,1250,1135.359939253263,1250.0,1250.0
Ricardo Alban,2016-10-31,229,1,0,1193.5523671866713,1250,1250,1250.0,1188.7069400870564,1250.0
Jarred Wynan,2017-01-09,244,2,0,1141.1592408613933,1250,1250,1107.3708217793912,1250.0,1250.0
Arjun Mehrotra,2023-01-30,237,3,0,1065.9841590943754,1250,1250,1048.5718433299921,1250.0,1250.0
David Barclay,2019-10-28,259,8,0,952.6470774674173,1250,1250,926.595569405253,1250.0,1250.0
Jonathan Bejar,2016-10-31,228,1,0,1184.1890089810058,1250,1250,1185.095311469274,1250.0,1250.0
Gabriel Andres Yaguar Espinoza,2016-10-31,236,1,0,1177.0958573224382,1250,1250,1250.0,1175.1962633770677,1250.0
Carlos Andres Carrera Hidalgo,2016-10-31,235,1,0,1212.93582601791,1250,1250,1250.0,1203.3269353134226,1250.0
Emilio Bowen,2017-08-28,232,2,0,1111.1617808513333,1250,1250,1250.0,1103.5524124418052,1250.0
Victor Hugo Nunez Mendoza,2016-10-31,237,1,0,1210.20186882648,1250,1250,1250.0,1195.5198698209433,1250.0
Tim Hofmann,2016-10-31,229,1,0,1201.6766949003822,1250,1250,1184.3368048899058,1250.0,1250.0
Leopold Zima,2023-11-27,244,8,0,1057.8845977971212,1250,1250,1081.7685449894639,1155.277594557301,1250.0
Jack Schipanski,2016-11-07,237,1,0,1179.3059984141553,1250,1250,1164.8953587393787,1250.0,1250.0
Patrik Obal,2016-11-07,232,1,0,1184.3368048899058,1250,1250,1184.3368048899058,1250.0,1250.0
Michal Marko,2016-11-07,236,1,0,1183.1670399094664,1250,1250,1174.5706124348128,1250.0,1250.0
Lucas Koelle,2016-11-07,280,1,0,1187.7441793395446,1250,1250,1250.0,1179.2811043863007,1250.0
Andrew Ely,2016-11-07,277,1,0,1229.5444444939133,1250,1250,1250.0,1223.232612748285,1250.0
Ulysse Bertrand,2016-11-07,232,1,0,1174.7106643685545,1250,1250,1172.8612596931864,1250.0,1250.0
Edgar Jeanmougin,2018-11-05,231,3,0,1087.1445206413516,1250,1250,1082.0401758307694,1250.0,1250.0
Luc Fomba,2016-11-07,241,1,0,1178.099590366552,1250,1250,1176.6673930388552,1250.0,1250.0
Jonas Ciechi,2017-10-09,227,2,0,1164.6345585624197,1250,1250,1135.7315970579762,1250.0,1250.0
Patric Prinoth,2023-10-23,237,8,0,1058.0872381672982,1250,1250,1024.8823475565794,1250.0,1250.0
Michael Kerschbaumer,2016-11-07,227,1,0,1188.4157325881406,1250,1250,1171.0265610010322,1250.0,1250.0
Kent Tagashira,2018-10-22,275,4,0,1149.9680407055366,1250,1250,1181.823160051519,1162.3984797392338,1250.0
Ren Nakamura,2019-11-04,251,5,0,1046.1471857181575,1250,1250,1025.4742432943215,1250.0,1250.0
Daiki Kato,2016-11-07,242,1,0,1203.0035432809425,1250,1250,1191.65591222542,1250.0,1250.0
Takuya Komura,2016-11-07,229,1,0,1163.2848386493206,1250,1250,1161.695028420803,1250.0,1250.0
Marco Facconi,2016-11-14,240,1,0,1208.2167620313905,1250,1250,1198.3442523744095,1250.0,1250.0
Andres Gabriel Ciurletti,2022-09-19,238,4,0,1091.500317131166,1250,1250,1141.9314520291023,1142.0781054306242,1250.0
Luca Mainetti,2016-11-14,228,1,0,1153.5466306271492,1250,1250,1159.5882581468818,1250.0,1250.0
Vuk Budic,2016-11-14,227,1,0,1175.6086848265033,1250,1250,1154.8383199434047,1250.0,1250.0
Lev Kazakov,2016-11-14,239,1,0,1208.2725731792025,1250,1250,1194.3043707142438,1250.0,1250.0
Masaki Sasai,2017-11-13,233,2,0,1097.2176316690757,1250,1250,1076.373988898464,1250.0,1250.0
Gonzalo Bancalari,2018-02-26,236,2,0,1147.683772853677,1250,1250,1250.0,1147.2625875071171,1250.0
Riley H Reist,2016-11-21,227,1,0,1190.0687942492823,1250,1250,1179.1932093888818,1250.0,1250.0
Matthew Mendez,2016-11-21,240,1,0,1187.4519798138851,1250,1250,1182.1004502938104,1250.0,1250.0
Andrea Grazioso,2016-11-21,229,1,0,1157.277143543321,1250,1250,1158.2172745368166,1250.0,1250.0
Sultan Narbekov,2018-10-01,231,4,0,1081.3037322859182,1250,1250,1103.1578758534974,1186.9672241640933,1250.0
Frederic Stotz,2017-01-02,252,1,0,1171.1592046756573,1250,1250,1179.1059343772818,1250.0,1250.0
Jesse Delaney,2023-01-30,242,7,0,963.27615343833,1250,1250,939.5840727436531,1250.0,1250.0
Corey Gaal,2022-10-31,242,3,0,1089.5077069753956,1250,1250,1086.1203079342495,1250.0,1250.0
Krisjanis Stabins,2017-01-09,245,1,0,1241.764729729815,1250,1250,1230.8702807105492,1250.0,1250.0
Dylan Gee,2017-01-16,228,1,0,1207.9153915766985,1250,1250,1190.501760733859,1250.0,1250.0
Igor Kolaric,2017-01-23,232,1,0,1192.9764603548583,1250,1250,1175.9262868770734,1250.0,1250.0
Filip Dolezel,2017-01-23,277,1,0,1234.8469329446832,1250,1250,1223.7053033231407,1250.0,1250.0
Juan Erro,2017-01-23,250,1,0,1212.4199936395232,1250,1250,1194.3479055647576,1250.0,1250.0
Andrew Korinek,2017-01-30,236,1,0,1196.8522084679178,1250,1250,1193.2740803848126,1250.0,1250.0
Shane Vinsant,2017-01-30,228,1,0,1200.1410274663947,1250,1250,1191.4327000375483,1250.0,1250.0
Nicholas Campbell,2017-02-03,5,1,0,1170.138404852651,1250,1250,1162.4836489416239,1250.0,1250.0
Mattias Siimar,2021-09-17,2,2,0,1160.3477221679689,1250,1250,1159.4822205632765,1250.0,1250.0
Lucas Andriamasilalao,2017-02-03,1,1,0,1212.6355172657222,1250,1250,1192.0036499443386,1250.0,1250.0
Anthony Susanto,2023-02-04,2,3,0,1115.246614285568,1250,1250,1188.9550822586766,1184.3368048899058,1250.0
Philip Wilbert Major,2017-02-03,1,2,0,1130.5878419506575,1250,1250,1154.3148538232876,1250.0,1250.0
Justin Lunn,2017-02-03,4,1,0,1195.1639230427147,1250,1250,1213.0313622677727,1250.0,1250.0
Spencer Newman,2017-02-03,2,1,0,1162.947362325189,1250,1250,1173.4699272026887,1250.0,1250.0
Florian Lakat,2018-09-24,242,5,0,1136.2428213178428,1250,1250,1099.893866327435,1250.0,1250.0
Bjorn Hoffmann,2017-02-06,235,1,0,1219.7346481524175,1250,1250,1202.3610861463376,1250.0,1250.0
Sathi Reddy,2017-06-12,237,5,0,1041.856884393225,1250,1250,1075.6084395494645,1208.33826888509,1198.0945441826868
Peter Balla,2017-02-06,242,1,0,1219.1567779421719,1250,1250,1194.0622936549605,1250.0,1250.0
Maxence Broville,2022-08-29,238,4,0,1138.1102682169217,1250,1250,1140.960523729644,1179.7826891821624,1250.0
Mandresy Rakotomalala,2017-02-13,238,1,0,1219.479486034847,1250,1250,1186.6699599380993,1250.0,1250.0
Thomas Wright,2017-02-13,235,1,0,1203.4962533375617,1250,1250,1180.162982225247,1250.0,1250.0
Toru Horie,2017-02-20,279,1,0,1217.4288893970313,1250,1250,1190.1584814766575,1250.0,1250.0
Boris Kozlov,2018-02-26,243,6,0,1091.68111467575,1250,1250,1055.4472981567235,1250.0,1250.0
Mauricio Rivera Caballero,2018-04-16,237,3,0,1059.396190447964,1250,1250,1104.6751382798666,1188.9550822586766,1250.0
Antonio Ruiz,2017-02-20,280,1,0,1175.9386839735862,1250,1250,1161.8608211985843,1250.0,1250.0
Gustavo Teisen Pereira,2017-02-27,246,1,0,1229.7751923775468,1250,1250,1250.0,1224.6620704417364,1250.0
Pawel Zawisza,2017-02-27,232,1,0,1180.324080580568,1250,1250,1177.5344154272593,1250.0,1250.0
Sung Min Han,2017-02-27,240,1,0,1193.3446920513636,1250,1250,1182.3269337307024,1250.0,1250.0
Oscar Matias Leiva Biason,2017-03-06,229,1,0,1174.5751198021264,1250,1250,1250.0,1171.9401480798622,1250.0
Mauricio Alvarez Guzman,2017-03-06,233,1,0,1194.5565676813885,1250,1250,1250.0,1190.503268624378,1250.0
Jorge Abde Celis,2017-03-06,241,1,0,1179.6308855396292,1250,1250,1250.0,1166.3259317361374,1250.0
Francisco Aranguren,2017-03-13,240,1,0,1206.7748111402439,1250,1250,1174.1483358290498,1250.0,1250.0
