player_name,player_id,tourney_date,aces,dfs,svpt,firstin,firstwon,secondwon,sv_gms,bp_saved,bp_faced,vaces,vdfs,retpt,vfirstin,vfirstwon,vsecondwon,win,matches,aces_avg,dfs_avg,svpt_avg,firstin_avg,firstwon_avg,secondwon_avg,sv_gms_avg,bp_saved_avg,bp_faced_avg,vaces_avg,vdfs_avg,retpt_avg,vfirstin_avg,vfirstwon_avg,vsecondwon_avg,win_avg
Andrey Rublev,126094,2021-10-25,243,63,2252,1396,1060,441,364,104,158,237,109,2348,1414,1019,420,18,27,9.0,2.3333333333333335,83.4074074074074,51.7037037037037,39.25925925925926,16.333333333333332,13.481481481481481,3.8518518518518516,5.851851851851852,8.777777777777779,4.037037037037037,86.96296296296296,52.370370370370374,37.74074074074074,15.555555555555555,0.6666666666666666
Andrey Rublev,126094,2021-11-01,251,63,2312,1436,1092,455,376,104,159,249,110,2423,1463,1058,438,18,28,8.964285714285714,2.25,82.57142857142857,51.285714285714285,39.0,16.25,13.428571428571429,3.7142857142857144,5.678571428571429,8.892857142857142,3.9285714285714284,86.53571428571429,52.25,37.785714285714285,15.642857142857142,0.6428571428571429
Andrey Rublev,126094,2021-11-15,257,64,2364,1464,1111,462,384,106,165,263,110,2471,1494,1085,445,18,29,8.862068965517242,2.206896551724138,81.51724137931035,50.48275862068966,38.310344827586206,15.931034482758621,13.241379310344827,3.6551724137931036,5.689655172413793,9.068965517241379,3.793103448275862,85.20689655172414,51.51724137931034,37.41379310344828,15.344827586206897,0.6206896551724138
Andrey Rublev,126094,2021-11-15,271,67,2456,1525,1162,475,400,108,170,277,113,2587,1571,1135,465,18,30,9.033333333333333,2.2333333333333334,81.86666666666666,50.833333333333336,38.733333333333334,15.833333333333334,13.333333333333334,3.6,5.666666666666667,9.233333333333333,3.7666666666666666,86.23333333333333,52.36666666666667,37.833333333333336,15.5,0.6
Andrey Rublev,126094,2021-11-15,280,70,2516,1566,1199,481,410,108,170,289,115,2662,1618,1167,479,19,31,9.03225806451613,2.2580645161290325,81.16129032258064,50.516129032258064,38.67741935483871,15.516129032258064,13.225806451612904,3.4838709677419355,5.483870967741935,9.32258064516129,3.7096774193548385,85.87096774193549,52.193548387096776,37.645161290322584,15.451612903225806,0.6129032258064516
Andrey Rublev,126094,2021-11-27,291,71,2584,1614,1239,493,423,108,171,295,116,2739,1664,1193,497,20,32,9.09375,2.21875,80.75,50.4375,38.71875,15.40625,13.21875,3.375,5.34375,9.21875,3.625,85.59375,52.0,37.28125,15.53125,0.625
Andrey Rublev,126094,2021-11-28,304,76,2658,1666,1280,502,436,110,175,309,121,2837,1713,1233,519,20,33,9.212121212121213,2.303030303030303,80.54545454545455,50.484848484848484,38.78787878787879,15.212121212121213,13.212121212121213,3.3333333333333335,5.303030303030303,9.363636363636363,3.6666666666666665,85.96969696969697,51.90909090909091,37.36363636363637,15.727272727272727,0.6060606060606061
Andrey Rublev,126094,2021-12-02,312,77,2755,1727,1327,522,452,114,182,321,127,2946,1780,1276,543,21,34,9.176470588235293,2.264705882352941,81.02941176470588,50.794117647058826,39.029411764705884,15.352941176470589,13.294117647058824,3.3529411764705883,5.352941176470588,9.441176470588236,3.735294117647059,86.6470588235294,52.35294117647059,37.529411764705884,15.970588235294118,0.6176470588235294
Andrey Rublev,126094,2021-12-04,321,79,2798,1759,1354,528,460,114,182,323,129,2989,1801,1288,553,22,35,9.17142857142857,2.257142857142857,79.94285714285714,50.25714285714286,38.68571428571428,15.085714285714285,13.142857142857142,3.257142857142857,5.2,9.228571428571428,3.6857142857142855,85.4,51.457142857142856,36.8,15.8,0.6285714285714286
Andrey Rublev,126094,2021-12-05,329,81,2855,1798,1390,540,471,114,182,338,131,3072,1853,1321,573,23,36,9.13888888888889,2.25,79.30555555555556,49.94444444444444,38.611111111111114,15.0,13.083333333333334,3.1666666666666665,5.055555555555555,9.38888888888889,3.638888888888889,85.33333333333333,51.47222222222222,36.69444444444444,15.916666666666666,0.6388888888888888
Andrey Rublev,126094,2022-01-17,342,84,2935,1838,1424,561,483,118,186,340,136,3167,1903,1352,589,24,37,9.243243243243244,2.27027027027027,79.32432432432432,49.67567567567568,38.486486486486484,15.162162162162161,13.054054054054054,3.189189189189189,5.027027027027027,9.18918918918919,3.675675675675676,85.5945945945946,51.432432432432435,36.54054054054054,15.91891891891892,0.6486486486486487
Andrey Rublev,126094,2022-01-17,359,86,3060,1923,1487,581,504,122,194,364,139,3280,1964,1404,618,24,38,9.447368421052632,2.263157894736842,80.52631578947368,50.60526315789474,39.13157894736842,15.289473684210526,13.263157894736842,3.210526315789474,5.105263157894737,9.578947368421053,3.6578947368421053,86.3157894736842,51.68421052631579,36.94736842105263,16.263157894736842,0.631578947368421
Andrey Rublev,126094,2022-01-17,372,89,3124,1960,1517,598,517,126,199,374,144,3361,2005,1433,631,25,39,9.538461538461538,2.282051282051282,80.1025641025641,50.256410256410255,38.8974358974359,15.333333333333334,13.256410256410257,3.230769230769231,5.102564102564102,9.58974358974359,3.6923076923076925,86.17948717948718,51.41025641025641,36.743589743589745,16.17948717948718,0.6410256410256411
Andrey Rublev,126094,2022-02-07,379,89,3176,1993,1544,613,527,127,200,383,148,3432,2044,1462,645,26,40,9.475,2.225,79.4,49.825,38.6,15.325,13.175,3.175,5.0,9.575,3.7,85.8,51.1,36.55,16.125,0.65
