tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,best_of,round,minutes,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,w1,w2,w3,w4,w5,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l1,l2,l3,l4,l5,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,loser_rank
2023-0404,Indian Wells Masters,Hard,128,M,20230306,224,3,R128,83,106058,,WC,Jack Sock,R,185,USA,30,106296,,,Gregoire Barrere,R,183,FRA,29,6,6,,,,2,2,61,38,29,14,9,2,2,4,2,,,,4,3,64,33,19,16,9,3,6,154,65
2023-0404,Indian Wells Masters,Hard,128,M,20230306,252,3,R64,115,125802,,,Ilya Ivashka,R,193,BLR,29,122298,28,,Botic Van De Zandschulp,R,188,NED,27,7,3,,,,2,2,65,41,27,14,8,4,5,5,2,,,,2,2,68,44,28,11,9,5,8,85,33
2023-0404,Indian Wells Masters,Hard,128,M,20230306,251,3,R64,105,200325,,,Emil Ruusuvuori,R,188,FIN,23,105138,22,,Roberto Bautista Agut,R,183,ESP,34,7,6,,,,6,1,62,39,31,13,10,1,2,6,2,,,,2,2,67,36,25,15,10,1,4,59,27
2023-0404,Indian Wells Masters,Hard,128,M,20230306,250,3,R64,78,100644,12,,Alexander Zverev,R,198,GER,25,106398,,,Pedro Cachin,R,185,ARG,27,6,6,,,,7,1,48,28,23,12,8,2,2,3,1,,,,3,1,58,36,21,7,8,2,6,14,66
2023-0404,Indian Wells Masters,Hard,128,M,20230306,249,3,R64,76,111575,13,,Karen Khachanov,R,198,RUS,26,106214,,,Oscar Otte,R,196,GER,29,6,6,,,,5,0,55,35,22,13,9,2,3,3,3,,,,4,3,57,25,13,16,9,2,6,15,82
2023-0404,Indian Wells Masters,Hard,128,M,20230306,247,3,R64,64,106426,,Q,Cristian Garin,R,185,CHI,26,106415,29,,Yoshihito Nishioka,L,170,JPN,27,6,6,,,,8,1,47,32,26,8,8,0,0,4,0,,,,1,3,49,32,17,10,8,4,8,97,34
2023-0404,Indian Wells Masters,Hard,128,M,20230306,246,3,R64,88,134770,3,,Casper Ruud,R,183,NOR,24,106043,,,Diego Schwartzman,R,170,ARG,30,6,6,,,,1,1,50,33,27,11,9,1,1,2,3,,,,2,1,57,31,21,11,8,2,5,4,38
2023-0404,Indian Wells Masters,Hard,128,M,20230306,245,3,R64,76,126094,6,,Andrey Rublev,R,188,RUS,25,208103,,,Jiri Lehecka,R,185,CZE,21,6,6,,,,5,0,50,29,22,13,9,4,5,4,2,,,,1,4,67,39,26,10,9,5,9,7,47
2023-0404,Indian Wells Masters,Hard,128,M,20230306,244,3,R64,114,200005,,,Ugo Humbert,L,188,FRA,24,133430,25,,Denis Shapovalov,L,185,CAN,23,7,6,,,,5,3,73,44,29,16,11,4,6,5,4,,,,6,14,78,42,23,20,11,7,11,77,30
2023-0404,Indian Wells Masters,Hard,128,M,20230306,243,3,R64,159,106121,,Q,Taro Daniel,R,191,JPN,30,126610,20,,Matteo Berrettini,R,196,ITA,26,7,0,6,,,0,3,87,51,29,21,14,3,7,6,6,3,,,9,1,91,50,39,18,13,5,7,103,23
2023-0404,Indian Wells Masters,Hard,128,M,20230306,223,3,R128,140,124079,,,Pedro Martinez,R,185,ESP,25,144817,,,Marc Andrea Huesler,L,196,SUI,26,7,3,6,,,1,6,97,54,38,29,16,1,4,6,6,4,,,16,5,92,48,39,19,15,1,3,120,51
2023-0404,Indian Wells Masters,Hard,128,M,20230306,242,3,R64,73,111815,10,,Cameron Norrie,L,188,GBR,27,126555,,Q,Tung Lin Wu,R,188,TPE,24,6,6,,,,4,2,51,31,25,12,9,3,4,2,4,,,,1,1,51,31,16,9,9,4,8,12,175
2023-0404,Indian Wells Masters,Hard,128,M,20230306,240,3,R64,111,106186,,,Jason Kubler,R,178,AUS,29,105777,21,,Grigor Dimitrov,R,188,BUL,31,2,7,3,,,6,3,83,42,34,23,12,3,5,6,6,0,,,16,3,65,43,38,9,11,4,5,75,25
2023-0404,Indian Wells Masters,Hard,128,M,20230306,239,3,R64,146,126214,,Q,Alejandro Tabilo,L,188,CHI,25,202195,32,,Maxime Cressy,R,198,USA,25,7,7,,,,10,1,86,60,47,19,12,4,4,6,6,,,,28,18,94,44,35,28,12,2,2,187,37
2023-0404,Indian Wells Masters,Hard,128,M,20230306,238,3,R64,156,111442,,,Jordan Thompson,R,183,AUS,28,126774,2,,Stefanos Tsitsipas,R,193,GRE,24,7,4,7,,,11,0,107,71,55,23,17,3,5,6,6,6,,,8,3,101,66,55,18,17,4,5,87,3
2023-0404,Indian Wells Masters,Hard,128,M,20230306,236,3,R128,75,106423,,Q,Thanasi Kokkinakis,R,196,AUS,26,200587,,WC,Brandon Holt,R,,USA,24,6,6,,,,9,0,34,18,18,14,8,0,0,4,1,,,,1,0,68,40,21,13,9,6,10,94,193
2023-0404,Indian Wells Masters,Hard,128,M,20230306,235,3,R128,154,105550,,PR,Guido Pella,L,185,ARG,32,106329,,,Thiago Monteiro,L,183,BRA,28,3,7,6,,,4,4,93,57,39,18,15,5,8,6,5,2,,,14,3,98,59,40,18,14,10,14,739,78
2023-0404,Indian Wells Masters,Hard,128,M,20230306,232,3,R128,56,207733,,,Jack Draper,L,191,GBR,21,209857,,Q,Leandro Riedi,R,191,SUI,21,6,6,,,,8,1,36,23,20,6,7,1,2,1,1,,,,2,5,46,23,9,8,7,1,7,56,135
2023-0404,Indian Wells Masters,Hard,128,M,20230306,231,3,R128,192,104918,,,Andy Murray,R,190,GBR,35,144869,,,Tomas Martin Etcheverry,R,196,ARG,23,6,6,6,,,6,3,100,64,43,24,15,4,5,7,1,4,,,9,4,116,71,49,17,14,16,20,55,61
2023-0404,Indian Wells Masters,Hard,128,M,20230306,228,3,R128,125,200615,,LL,Alexei Popyrin,R,196,AUS,23,111190,,Q,Zhizhen Zhang,R,193,CHN,26,6,5,6,,,14,3,103,62,49,18,15,8,10,4,7,1,,,5,4,78,52,33,14,14,6,10,101,93
2023-0404,Indian Wells Masters,Hard,128,M,20230306,227,3,R128,101,105526,,Q,Jan Lennard Struff,R,193,GER,32,111460,,,Quentin Halys,R,191,FRA,26,1,6,6,,,5,3,79,39,25,24,12,7,9,6,3,3,,,10,6,75,44,35,14,13,4,7,134,81
2023-0404,Indian Wells Masters,Hard,128,M,20230306,241,3,R64,65,126207,14,,Frances Tiafoe,R,188,USA,25,106218,,,Marcos Giron,R,180,USA,29,6,6,,,,4,0,42,25,22,11,8,0,0,2,2,,,,2,0,52,33,17,11,8,7,11,16,73
2023-0404,Indian Wells Masters,Hard,128,M,20230306,296,3,QF,137,206173,11,,Jannik Sinner,R,188,ITA,21,126203,4,,Taylor Fritz,R,193,USA,25,6,4,6,,,5,1,88,56,45,15,15,1,3,4,6,4,,,4,0,92,50,35,23,15,6,9,13,5
2023-0403,Miami Masters,Hard,128,M,20230320,275,3,R32,100,111460,,,Quentin Halys,R,191,FRA,26,111456,,,Mackenzie Mcdonald,R,178,USA,27,7,6,,,,15,2,67,47,38,11,10,6,6,6,3,,,,9,4,82,49,35,15,11,7,9,79,55
2023-0403,Miami Masters,Hard,128,M,20230320,292,3,R16,85,126203,9,,Taylor Fritz,R,193,USA,25,208029,7,,Holger Rune,R,185,DEN,19,6,6,,,,8,4,67,37,29,16,10,5,6,3,4,,,,4,5,58,40,24,9,9,1,4,10,8
2023-0403,Miami Masters,Hard,128,M,20230320,268,3,R64,88,105583,,,Dusan Lajovic,R,180,SRB,32,202195,30,,Maxime Cressy,R,198,USA,25,6,7,,,,3,1,61,45,37,9,11,4,5,4,6,,,,5,9,62,31,21,17,11,0,2,76,37
2023-0403,Miami Masters,Hard,128,M,20230320,267,3,R64,114,200221,20,,Alejandro Davidovich Fokina,R,183,ESP,23,206909,,,Brandon Nakashima,R,185,USA,21,6,7,,,,6,2,82,53,38,16,11,5,6,4,6,,,,5,2,82,59,38,14,11,5,7,25,45
2023-0403,Miami Masters,Hard,128,M,20230320,266,3,R64,123,126205,16,,Tommy Paul,R,185,USA,25,144817,,,Marc Andrea Huesler,L,196,SUI,26,5,6,6,,,12,1,79,51,41,17,16,1,3,7,3,4,,,7,2,84,52,39,14,15,6,9,19,47
2023-0403,Miami Masters,Hard,128,M,20230320,265,3,R64,59,126203,9,,Taylor Fritz,R,193,USA,25,207182,,WC,Emilio Nava,R,183,USA,21,6,6,,,,8,2,48,26,22,14,9,1,2,4,1,,,,3,3,44,23,16,6,8,1,5,10,182
2023-0403,Miami Masters,Hard,128,M,20230320,264,3,R64,113,133430,24,,Denis Shapovalov,L,185,CAN,23,105550,,PR,Guido Pella,L,185,ARG,32,6,3,6,,,13,13,84,41,34,23,14,3,5,3,6,3,,,2,2,89,70,45,11,13,4,7,30,581
2023-0403,Miami Masters,Hard,128,M,20230320,263,3,R64,114,106043,31,,Diego Schwartzman,R,170,ARG,30,200059,,,Yibing Wu,R,183,CHN,23,7,6,,,,2,3,90,57,40,17,10,7,8,6,1,,,,3,2,58,41,26,7,9,3,6,38,64
2023-0403,Miami Masters,Hard,128,M,20230320,262,3,R64,81,208029,7,,Holger Rune,R,185,DEN,19,105916,,,Marton Fucsovics,R,188,HUN,31,6,7,,,,6,0,54,31,25,17,10,1,1,3,5,,,,3,5,63,38,28,12,11,2,5,8,74
2023-0403,Miami Masters,Hard,128,M,20230320,261,3,R64,84,134770,3,,Casper Ruud,R,183,NOR,24,125802,,,Ilya Ivashka,R,193,BLR,29,6,6,,,,4,1,49,32,26,8,9,2,3,2,3,,,,5,0,62,37,23,9,8,4,8,4,80
2023-0403,Miami Masters,Hard,128,M,20230320,260,3,R64,163,122298,26,,Botic Van De Zandschulp,R,188,NED,27,200615,,,Alexei Popyrin,R,196,AUS,23,4,7,6,,,7,5,103,62,49,20,15,6,7,6,6,2,,,13,0,88,47,39,21,15,3,5,32,93
2023-0403,Miami Masters,Hard,128,M,20230320,259,3,R64,132,200325,,,Emil Ruusuvuori,R,188,FIN,23,105138,22,,Roberto Bautista Agut,R,183,ESP,34,6,7,,,,7,2,77,51,37,14,11,7,9,4,6,,,,1,4,75,49,32,15,11,4,7,54,28
2023-0403,Miami Masters,Hard,128,M,20230320,258,3,R64,75,106121,,WC,Taro Daniel,R,191,JPN,30,100644,13,,Alexander Zverev,R,198,GER,25,6,6,,,,2,0,48,29,23,13,8,0,0,0,4,,,,5,1,44,27,16,7,8,3,7,97,15
2023-0403,Miami Masters,Hard,128,M,20230320,257,3,R64,83,206173,10,,Jannik Sinner,R,188,ITA,21,111513,,,Laslo Djere,R,188,SRB,27,6,6,,,,3,4,50,29,23,9,9,1,3,4,2,,,,3,2,65,29,19,12,9,5,10,11,58
2023-0403,Miami Masters,Hard,128,M,20230320,256,3,R64,153,105777,21,,Grigor Dimitrov,R,188,BUL,31,105526,,Q,Jan Lennard Struff,R,193,GER,32,4,7,6,,,23,3,101,60,50,23,16,2,3,6,6,4,,,10,5,120,75,55,24,16,9,10,27,103
2023-0403,Miami Masters,Hard,128,M,20230320,255,3,R64,164,200175,29,,Miomir Kecmanovic,R,183,SRB,23,200005,,,Ugo Humbert,L,188,FRA,24,6,6,7,,,10,3,119,77,56,24,17,10,11,4,7,6,,,8,5,109,61,47,25,17,5,7,35,78
2023-0403,Miami Masters,Hard,128,M,20230320,254,3,R64,101,126094,6,,Andrey Rublev,R,188,RUS,25,200670,,,J J Wolf,R,183,USA,24,7,6,,,,16,1,73,39,33,17,11,5,6,6,4,,,,7,3,71,44,31,15,11,5,7,7,50
2023-0403,Miami Masters,Hard,128,M,20230320,253,3,R64,210,128034,8,,Hubert Hurkacz,R,196,POL,26,106423,,LL,Thanasi Kokkinakis,R,196,AUS,26,6,7,7,,,21,2,122,90,71,20,18,2,3,7,6,6,,,23,4,146,100,75,23,18,7,8,9,94
2023-0403,Miami Masters,Hard,128,M,20230320,252,3,R64,112,105173,,,Adrian Mannarino,L,183,FRA,34,210097,32,,Ben Shelton,L,,USA,20,6,3,6,,,8,0,66,43,33,14,13,1,3,4,6,1,,,12,1,75,48,35,13,13,5,9,62,39
2023-0403,Miami Masters,Hard,128,M,20230320,269,3,R64,64,207989,1,,Carlos Alcaraz,R,185,ESP,19,105487,,,Facundo Bagnis,L,183,ARG,33,6,6,,,,3,2,40,21,17,10,7,1,2,0,2,,,,1,1,48,28,9,8,7,5,11,1,100
2023-0403,Miami Masters,Hard,128,M,20230320,270,3,R32,124,126774,2,,Stefanos Tsitsipas,R,193,GRE,24,106426,,Q,Cristian Garin,R,185,CHI,26,6,4,6,,,12,2,91,57,44,18,15,3,4,3,6,4,,,7,1,87,57,44,14,14,3,5,3,82
2023-0403,Miami Masters,Hard,128,M,20230320,271,3,R32,86,111575,14,,Karen Khachanov,R,198,RUS,26,208103,,,Jiri Lehecka,R,185,CZE,21,6,6,,,,8,1,51,33,26,12,9,1,1,2,4,,,,6,2,80,54,34,11,9,6,9,16,44
2023-0403,Miami Masters,Hard,128,M,20230320,272,3,R32,73,132283,,,Lorenzo Sonego,R,191,ITA,27,126207,12,,Frances Tiafoe,R,188,USA,25,6,6,,,,8,0,45,34,31,9,10,0,0,3,4,,,,2,3,48,35,29,4,9,1,3,59,14
2023-0403,Miami Masters,Hard,128,M,20230320,291,3,R16,163,200325,,,Emil Ruusuvuori,R,188,FIN,23,122298,26,,Botic Van De Zandschulp,R,188,NED,27,4,6,7,,,4,4,102,69,48,13,16,8,12,6,4,5,,,6,3,88,63,38,14,16,4,9,54,32
2023-0403,Miami Masters,Hard,128,M,20230320,290,3,R16,72,206173,10,,Jannik Sinner,R,188,ITA,21,126094,6,,Andrey Rublev,R,188,RUS,25,6,6,,,,8,0,46,28,24,12,9,0,0,2,4,,,,6,2,56,41,30,4,9,2,5,11,7
2023-0403,Miami Masters,Hard,128,M,20230320,289,3,R16,131,111153,,Q,Christopher Eubanks,R,201,USA,26,105173,,,Adrian Mannarino,L,183,FRA,34,7,7,,,,12,3,95,65,45,17,12,8,9,6,6,,,,6,3,73,46,37,13,12,0,1,119,62
2023-0403,Miami Masters,Hard,128,M,20230320,288,3,R16,70,106421,4,,Daniil Medvedev,R,198,RUS,27,111460,,,Quentin Halys,R,191,FRA,26,6,6,,,,7,3,53,39,32,7,9,0,0,4,2,,,,5,1,61,43,28,6,9,1,4,5,79
2023-0403,Miami Masters,Hard,128,M,20230320,287,3,R16,122,202103,25,,Francisco Cerundolo,R,185,ARG,24,132283,,,Lorenzo Sonego,R,191,ITA,27,3,6,6,,,4,4,77,59,42,8,13,5,8,6,3,2,,,1,3,86,56,35,13,13,5,10,31,59
2023-0403,Miami Masters,Hard,128,M,20230320,286,3,R16,92,111575,14,,Karen Khachanov,R,198,RUS,26,126774,2,,Stefanos Tsitsipas,R,193,GRE,24,7,6,,,,5,0,60,44,39,10,11,2,2,6,4,,,,11,4,67,39,31,16,11,1,2,16,3
2023-0403,Miami Masters,Hard,128,M,20230320,285,3,R32,91,207989,1,,Carlos Alcaraz,R,185,ESP,19,105583,,,Dusan Lajovic,R,180,SRB,32,6,7,,,,3,0,65,49,35,7,9,2,3,0,6,,,,0,0,61,39,22,9,9,1,5,1,76
2023-0403,Miami Masters,Hard,128,M,20230320,284,3,R32,93,126205,16,,Tommy Paul,R,185,USA,25,200221,20,,Alejandro Davidovich Fokina,R,183,ESP,23,6,7,,,,8,1,58,40,27,13,11,4,6,3,5,,,,3,6,71,43,27,11,10,3,7,19,25
2023-0403,Miami Masters,Hard,128,M,20230320,251,3,R64,125,111153,,Q,Christopher Eubanks,R,201,USA,26,106432,17,,Borna Coric,R,188,CRO,26,3,6,6,,,11,4,77,50,36,14,14,2,5,6,4,2,,,2,4,83,48,31,18,13,7,11,119,20
2023-0403,Miami Masters,Hard,128,M,20230320,283,3,R32,80,126203,9,,Taylor Fritz,R,193,USA,25,133430,24,,Denis Shapovalov,L,185,CAN,23,6,6,,,,5,2,60,34,28,15,10,0,0,4,4,,,,12,7,62,29,23,16,10,1,3,10,30
2023-0403,Miami Masters,Hard,128,M,20230320,281,3,R32,170,122298,26,,Botic Van De Zandschulp,R,188,NED,27,134770,3,,Casper Ruud,R,183,NOR,24,3,6,6,,,12,3,121,83,56,17,14,13,15,6,4,4,,,6,3,93,64,48,15,15,3,6,32,4
2023-0403,Miami Masters,Hard,128,M,20230320,280,3,R32,104,200325,,,Emil Ruusuvuori,R,188,FIN,23,106121,,WC,Taro Daniel,R,191,JPN,30,6,7,,,,6,2,76,53,40,11,11,6,7,3,6,,,,5,2,57,37,29,9,10,3,5,54,97
2023-0403,Miami Masters,Hard,128,M,20230320,279,3,R32,87,206173,10,,Jannik Sinner,R,188,ITA,21,105777,21,,Grigor Dimitrov,R,188,BUL,31,6,6,,,,2,1,53,32,22,10,9,1,3,3,4,,,,1,6,58,32,23,7,10,6,11,11,27
2023-0403,Miami Masters,Hard,128,M,20230320,278,3,R32,58,126094,6,,Andrey Rublev,R,188,RUS,25,200175,29,,Miomir Kecmanovic,R,183,SRB,23,6,6,,,,12,0,46,25,21,12,8,0,0,1,2,,,,4,0,52,30,19,7,7,4,8,7,35
2023-0403,Miami Masters,Hard,128,M,20230320,277,3,R32,138,105173,,,Adrian Mannarino,L,183,FRA,34,128034,8,,Hubert Hurkacz,R,196,POL,26,7,7,,,,3,1,89,49,35,25,12,5,6,6,6,,,,20,2,85,59,46,9,12,3,4,62,9
2023-0403,Miami Masters,Hard,128,M,20230320,276,3,R32,81,111153,,Q,Christopher Eubanks,R,201,USA,26,106296,,,Gregoire Barrere,R,183,FRA,29,6,7,,,,12,2,66,54,40,8,11,0,1,3,6,,,,1,0,61,38,27,14,10,2,4,119,65
2023-0403,Miami Masters,Hard,128,M,20230320,274,3,R32,,106421,4,,Daniil Medvedev,R,198,RUS,27,144684,,,Alex Molcan,L,178,SVK,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,56
2023-0403,Miami Masters,Hard,128,M,20230320,273,3,R32,103,202103,25,,Francisco Cerundolo,R,185,ARG,24,200000,5,,Felix Auger Aliassime,R,193,CAN,22,6,7,,,,2,7,61,40,29,12,10,1,2,2,5,,,,3,5,61,33,26,8,10,2,6,31,6
2023-0403,Miami Masters,Hard,128,M,20230320,282,3,R32,91,208029,7,,Holger Rune,R,185,DEN,19,106043,31,,Diego Schwartzman,R,170,ARG,30,6,6,,,,7,4,60,36,29,11,9,1,2,4,2,,,,1,4,57,40,25,7,9,0,4,8,38
2023-0403,Miami Masters,Hard,128,M,20230320,250,3,R64,70,106296,,,Gregoire Barrere,R,183,FRA,29,111815,11,,Cameron Norrie,L,188,GBR,27,6,6,,,,7,0,44,28,24,12,9,0,0,3,2,,,,3,1,48,34,22,5,8,5,8,65,12
2023-0403,Miami Masters,Hard,128,M,20230320,249,3,R64,198,111460,,,Quentin Halys,R,191,FRA,26,200282,15,,Alex De Minaur,R,183,AUS,24,6,7,7,,,21,10,138,77,61,27,18,8,11,7,6,6,,,2,2,122,83,62,20,18,5,8,79,18
2023-0403,Miami Masters,Hard,128,M,20230320,248,3,R64,136,111456,,,Mackenzie Mcdonald,R,178,USA,27,126610,19,,Matteo Berrettini,R,196,ITA,26,7,7,,,,7,1,86,55,41,22,12,2,2,6,6,,,,11,5,87,54,48,14,12,2,2,55,23
2023-0403,Miami Masters,Hard,128,M,20230320,215,3,R128,25,106121,,WC,Taro Daniel,R,191,JPN,30,126239,,,Arthur Rinderknech,R,196,FRA,27,4,,,,,0,0,13,4,1,8,2,1,1,1,,,,,0,0,16,7,3,4,3,1,3,97,72
2023-0403,Miami Masters,Hard,128,M,20230320,216,3,R128,79,200325,,,Emil Ruusuvuori,R,188,FIN,23,132686,,Q,Nuno Borges,R,185,POR,26,6,6,,,,4,0,48,28,22,15,9,0,0,1,4,,,,2,0,56,25,14,16,8,3,6,54,68
2023-0403,Miami Masters,Hard,128,M,20230320,219,3,R128,106,200615,,,Alexei Popyrin,R,196,AUS,23,144707,,,Mikael Ymer,R,183,SWE,24,7,4,,,,16,2,69,49,38,12,10,3,3,6,4,,,,1,1,65,45,35,11,10,1,1,93,53
2023-0403,Miami Masters,Hard,128,M,20230320,220,3,R128,73,125802,,,Ilya Ivashka,R,193,BLR,29,127157,,Q,Daniel Altmaier,R,191,GER,24,6,6,,,,6,0,36,21,19,10,7,0,0,2,1,,,,4,3,57,32,18,9,8,1,6,80,114
2023-0403,Miami Masters,Hard,128,M,20230320,223,3,R128,105,105916,,,Marton Fucsovics,R,188,HUN,31,106398,,,Pedro Cachin,R,185,ARG,27,6,7,,,,9,2,62,38,30,18,11,2,2,4,6,,,,5,2,77,53,37,10,11,3,4,74,63
2023-0403,Miami Masters,Hard,128,M,20230320,224,3,R128,94,200059,,,Yibing Wu,R,183,CHN,23,106378,,PR,Kyle Edmund,R,188,GBR,28,7,7,,,,6,2,66,43,30,13,12,1,3,5,5,,,,2,6,70,39,25,17,12,3,7,64,544
2023-0403,Miami Masters,Hard,128,M,20230320,227,3,R128,125,105550,,PR,Guido Pella,L,185,ARG,32,122669,,,Juan Pablo Varillas,R,185,PER,27,1,6,6,,,3,1,70,49,33,14,12,2,4,6,3,2,,,6,3,85,46,31,19,12,7,10,581,88
2023-0403,Miami Masters,Hard,128,M,20230320,228,3,R128,107,207182,,WC,Emilio Nava,R,183,USA,21,104545,,,John Isner,R,206,USA,37,7,7,,,,6,5,83,50,39,23,12,0,0,6,6,,,,15,1,71,47,44,14,12,3,3,182,46
2023-0403,Miami Masters,Hard,128,M,20230320,212,3,R128,104,111513,,,Laslo Djere,R,188,SRB,27,126846,,Q,Aleksandar Vukic,R,188,AUS,26,6,7,,,,13,4,89,56,43,15,10,3,3,2,6,,,,9,0,74,48,37,7,10,4,6,58,168
2023-0403,Miami Masters,Hard,128,M,20230320,231,3,R128,156,144817,,,Marc Andrea Huesler,L,196,SUI,26,105077,,,Albert Ramos,L,188,ESP,35,6,7,6,,,10,4,107,66,44,27,16,5,7,7,6,3,,,3,4,107,74,49,17,17,3,7,47,51
2023-0403,Miami Masters,Hard,128,M,20230320,235,3,R128,96,105583,,,Dusan Lajovic,R,180,SRB,32,104918,,,Andy Murray,R,190,GBR,35,6,7,,,,4,2,66,47,34,12,11,2,3,4,5,,,,6,1,54,30,22,15,11,0,3,76,52
2023-0403,Miami Masters,Hard,128,M,20230320,236,3,R128,100,105487,,,Facundo Bagnis,L,183,ARG,33,200335,,Q,Felipe Meligeni Alves,R,185,BRA,25,6,1,6,,,12,4,80,57,40,12,13,3,5,3,6,4,,,4,1,66,46,37,11,13,2,4,100,164
2023-0403,Miami Masters,Hard,128,M,20230320,238,3,R64,0,126774,2,,Stefanos Tsitsipas,R,193,GRE,24,104755,,,Richard Gasquet,R,185,FRA,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,40
2023-0403,Miami Masters,Hard,128,M,20230320,239,3,R64,126,106426,,Q,Cristian Garin,R,185,CHI,26,202104,27,,Sebastian Baez,R,170,ARG,22,7,6,,,,4,3,73,48,34,10,11,6,9,6,3,,,,1,1,80,63,34,5,10,6,10,82,33
2023-0403,Miami Masters,Hard,128,M,20230320,240,3,R64,80,208103,,,Jiri Lehecka,R,185,CZE,21,207518,18,,Lorenzo Musetti,R,185,ITA,21,6,6,,,,4,2,57,38,29,13,10,1,1,4,4,,,,2,2,56,30,20,17,10,3,5,44,21
2023-0403,Miami Masters,Hard,128,M,20230320,241,3,R64,128,111575,14,,Karen Khachanov,R,198,RUS,26,144869,,,Tomas Martin Etcheverry,R,196,ARG,23,6,3,6,,,7,3,81,48,39,12,13,0,2,1,6,3,,,6,1,70,42,25,16,12,3,7,16,73
2023-0403,Miami Masters,Hard,128,M,20230320,242,3,R64,166,126207,12,,Frances Tiafoe,R,188,USA,25,133297,,Q,Yosuke Watanuki,R,180,JPN,24,6,7,6,,,12,0,114,71,51,20,17,3,6,7,6,4,,,17,6,120,61,46,27,17,10,14,14,123
2023-0403,Miami Masters,Hard,128,M,20230320,243,3,R64,150,132283,,,Lorenzo Sonego,R,191,ITA,27,105554,23,,Daniel Evans,R,175,GBR,32,4,6,6,,,6,7,108,70,51,16,14,12,13,6,3,2,,,3,0,68,39,31,16,13,3,6,59,29
2023-0403,Miami Masters,Hard,128,M,20230320,232,3,R128,87,206909,,,Brandon Nakashima,R,185,USA,21,106214,,,Oscar Otte,R,196,GER,29,7,6,,,,10,0,70,56,46,7,11,0,0,6,3,,,,11,3,64,39,33,11,10,3,4,45,85
2023-0403,Miami Masters,Hard,128,M,20230320,244,3,R64,83,202103,25,,Francisco Cerundolo,R,185,ARG,24,206499,,LL,Aleksandar Kovacevic,U,,USA,24,6,6,,,,4,1,57,41,31,8,10,0,1,4,4,,,,5,1,72,49,31,10,10,3,6,31,102
2023-0403,Miami Masters,Hard,128,M,20230320,211,3,R128,155,105526,,Q,Jan Lennard Struff,R,193,GER,32,104926,,,Fabio Fognini,R,178,ITA,35,6,5,6,,,10,2,107,56,40,26,16,4,7,4,7,4,,,9,5,107,65,46,17,16,2,6,103,91
2023-0403,Miami Masters,Hard,128,M,20230320,207,3,R128,78,200670,,,J J Wolf,R,183,USA,24,122330,,,Alexander Bublik,R,196,KAZ,25,7,6,,,,4,2,61,38,31,10,11,2,4,5,3,,,,9,2,51,31,22,6,10,2,6,50,48
2023-0403,Miami Masters,Hard,128,M,20230320,247,3,R64,159,144684,,,Alex Molcan,L,178,SVK,25,106415,28,,Yoshihito Nishioka,L,170,JPN,27,7,1,6,,,6,4,114,78,49,15,13,13,17,6,6,2,,,3,3,86,50,34,18,14,4,8,56,34
2023-0403,Miami Masters,Hard,128,M,20230320,246,3,R64,62,106421,4,,Daniil Medvedev,R,198,RUS,27,106148,,,Roberto Carballes Baena,R,183,ESP,29,6,6,,,,3,1,47,31,24,11,8,1,1,1,2,,,,2,1,37,20,12,6,7,0,4,5,84
2023-0403,Miami Masters,Hard,128,M,20230320,175,3,R128,108,104755,,,Richard Gasquet,R,185,FRA,36,106331,,LL,Christopher Oconnell,R,183,AUS,28,6,3,6,,,9,3,76,51,43,13,13,4,5,4,6,1,,,12,0,71,46,35,11,13,2,5,40,86
2023-0403,Miami Masters,Hard,128,M,20230320,176,3,R128,125,106426,,Q,Cristian Garin,R,185,CHI,26,106218,,,Marcos Giron,R,180,USA,29,6,2,6,,,3,3,89,52,39,20,14,7,9,4,6,4,,,12,0,83,58,42,15,14,6,8,82,71
2023-0403,Miami Masters,Hard,128,M,20230320,179,3,R128,63,208103,,,Jiri Lehecka,R,185,CZE,21,105948,,,Federico Coria,R,180,ARG,31,6,6,,,,9,2,51,35,32,8,10,0,0,3,4,,,,6,2,50,31,23,10,9,3,5,44,67
2023-0403,Miami Masters,Hard,128,M,20230320,180,3,R128,80,144869,,,Tomas Martin Etcheverry,R,196,ARG,23,200303,,Q,Pavel Kotov,R,191,RUS,24,6,6,,,,6,2,45,29,25,8,8,0,0,2,2,,,,2,3,53,35,22,6,8,4,8,73,117
2023-0403,Miami Masters,Hard,128,M,20230320,183,3,R128,95,133297,,Q,Yosuke Watanuki,R,180,JPN,24,105332,,Q,Benoit Paire,R,196,FRA,33,6,7,,,,10,2,56,31,22,17,11,2,4,4,5,,,,7,11,92,51,36,14,11,11,15,123,170
2023-0403,Miami Masters,Hard,128,M,20230320,184,3,R128,116,132283,,,Lorenzo Sonego,R,191,ITA,27,106233,,WC,Dominic Thiem,R,185,AUT,29,7,6,,,,6,0,65,38,32,16,10,1,2,6,2,,,,1,1,71,37,27,17,10,4,7,59,106
