tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,best_of,round,minutes,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,w1,w2,w3,w4,w5,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l1,l2,l3,l4,l5,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,loser_rank
2023-0416,Rome Masters,Clay,128,M,20230508,252,3,R64,99,200221,27,,Alejandro Davidovich Fokina,R,183,ESP,23,105550,,PR,Guido Pella,L,185,ARG,32,6,7,,,,1,2,75,53,40,9,9,4,5,0,6,,,,1,2,63,47,28,6,9,7,11,34,484
2023-0416,Rome Masters,Clay,128,M,20230508,216,3,R128,27,111513,,,Laslo Djere,R,188,SRB,27,106005,,,Constant Lestienne,R,180,FRA,30,6,0,,,,2,0,21,13,10,5,3,3,3,1,0,,,,1,2,18,11,5,1,4,0,3,62,70
2023-0416,Rome Masters,Clay,128,M,20230508,215,3,R128,171,106426,,,Cristian Garin,R,185,CHI,26,106398,,,Pedro Cachin,R,185,ARG,28,6,3,7,,,0,4,116,62,41,29,15,7,10,4,6,6,,,13,5,114,75,53,19,16,6,9,79,68
2023-0416,Rome Masters,Clay,128,M,20230508,212,3,R128,67,106296,,,Gregoire Barrere,R,183,FRA,29,206909,,,Brandon Nakashima,R,185,USA,21,6,6,,,,6,0,48,32,27,10,9,0,0,3,3,,,,3,2,53,34,20,12,9,2,5,63,47
2023-0416,Rome Masters,Clay,128,M,20230508,211,3,R128,115,200059,,,Yibing Wu,R,183,CHN,23,104755,,,Richard Gasquet,R,185,FRA,36,3,6,6,,,5,1,75,43,33,19,14,0,2,6,3,3,,,4,4,83,40,30,20,13,3,6,57,44
2023-0416,Rome Masters,Clay,128,M,20230508,208,3,R128,121,202104,,,Sebastian Baez,R,170,ARG,22,122669,,,Juan Pablo Varillas,R,185,PER,27,7,6,,,,5,1,80,54,33,16,11,6,8,5,3,,,,0,1,77,48,29,12,10,11,15,40,97
2023-0416,Rome Masters,Clay,128,M,20230508,207,3,R128,29,106423,,Q,Thanasi Kokkinakis,R,196,AUS,27,144719,,,Jaume Munar,R,183,ESP,26,4,,,,,3,0,18,11,6,7,3,2,2,2,,,,,1,0,15,12,8,1,3,0,1,104,75
2023-0416,Rome Masters,Clay,128,M,20230508,204,3,R128,142,144684,,,Alex Molcan,L,178,SVK,25,109303,,Q,Stefano Napolitano,R,196,ITA,28,6,3,7,,,4,2,101,65,47,19,15,5,7,4,6,6,,,10,2,99,62,42,23,16,0,2,59,555
2023-0416,Rome Masters,Clay,128,M,20230508,203,3,R128,100,105550,,PR,Guido Pella,L,185,ARG,32,202195,,,Maxime Cressy,R,198,USA,25,6,6,,,,0,2,70,50,34,13,10,4,4,3,4,,,,6,11,69,34,27,13,9,5,7,484,41
2023-0416,Rome Masters,Clay,128,M,20230508,200,3,R128,95,106065,,,Marco Cecchinato,R,185,ITA,30,111456,,,Mackenzie Mcdonald,R,178,USA,28,6,7,,,,2,3,71,40,26,18,11,3,5,3,5,,,,1,2,60,48,29,5,10,3,7,83,55
2023-0416,Rome Masters,Clay,128,M,20230508,219,3,R128,106,122330,,,Alexander Bublik,R,196,KAZ,25,124079,,Q,Pedro Martinez,R,185,ESP,26,6,7,,,,11,11,74,47,37,13,11,4,5,3,6,,,,4,5,67,42,31,13,10,3,5,49,142
2023-0416,Rome Masters,Clay,128,M,20230508,199,3,R128,94,105870,,Q,Yannick Hanfmann,R,193,GER,31,111797,,,Nicolas Jarry,R,198,CHI,27,6,6,,,,4,0,55,41,33,7,10,0,1,4,4,,,,3,0,67,48,31,9,10,8,11,101,56
2023-0416,Rome Masters,Clay,128,M,20230508,195,3,R128,142,105676,,,David Goffin,R,180,BEL,32,208134,,WC,Luca Nardi,R,185,ITA,19,3,6,6,,,3,3,106,60,38,26,13,10,12,6,4,2,,,3,2,82,53,34,13,14,1,5,107,151
2023-0416,Rome Masters,Clay,128,M,20230508,192,3,R128,150,106186,,,Jason Kubler,R,178,AUS,29,144817,,,Marc Andrea Huesler,L,196,SUI,26,6,6,6,,,5,2,96,55,42,20,15,4,7,7,4,2,,,4,3,104,59,39,20,15,5,11,66,82
2023-0416,Rome Masters,Clay,128,M,20230508,191,3,R128,180,200325,,,Emil Ruusuvuori,R,188,FIN,24,200005,,,Ugo Humbert,L,188,FRA,24,6,3,7,,,9,3,99,61,40,20,15,6,11,4,6,6,,,7,8,106,54,36,27,16,2,7,43,50
2023-0416,Rome Masters,Clay,128,M,20230508,188,3,R128,66,132686,,,Nuno Borges,R,185,POR,26,105583,,,Dusan Lajovic,R,180,SRB,32,6,6,,,,2,0,56,41,27,9,8,4,5,4,1,,,,2,2,48,29,16,9,9,2,7,88,46
2023-0416,Rome Masters,Clay,128,M,20230508,187,3,R128,75,132283,,,Lorenzo Sonego,R,191,ITA,27,104871,,PR,Jeremy Chardy,R,188,FRA,36,6,6,,,,2,0,45,31,26,7,8,0,0,2,1,,,,1,7,53,29,18,7,7,2,6,48,591
2023-0416,Rome Masters,Clay,128,M,20230508,184,3,R128,146,208286,,WC,Matteo Arnaldi,R,183,ITA,22,106043,,,Diego Schwartzman,R,170,ARG,30,6,4,6,,,4,2,78,44,30,23,13,3,4,1,6,3,,,0,3,98,63,44,14,13,9,13,99,91
2023-0416,Rome Masters,Clay,128,M,20230508,183,3,R128,158,127157,,Q,Daniel Altmaier,R,191,GER,24,206748,,WC,Giulio Zeppieri,L,185,ITA,21,7,4,6,,,1,1,110,76,48,18,14,5,8,6,6,0,,,2,2,86,49,32,16,14,6,11,65,120
2023-0416,Rome Masters,Clay,128,M,20230508,180,3,R128,68,106329,,,Thiago Monteiro,L,183,BRA,28,105173,,,Adrian Mannarino,L,183,FRA,34,6,6,,,,4,1,45,26,23,10,8,0,0,1,2,,,,1,4,43,26,15,7,7,5,9,98,45
2023-0416,Rome Masters,Clay,128,M,20230508,179,3,R128,87,106148,,,Roberto Carballes Baena,R,183,ESP,30,106198,,PR,Hugo Dellien,R,180,BOL,29,6,6,,,,0,1,41,32,26,6,8,0,0,2,3,,,,0,5,69,40,26,10,9,2,6,51,157
2023-0416,Rome Masters,Clay,128,M,20230508,196,3,R128,105,200670,,,J J Wolf,R,183,USA,24,126409,,LL,Hugo Grenier,R,196,FRA,27,7,7,,,,4,0,66,38,28,20,12,3,4,5,5,,,,7,3,75,49,33,12,12,0,3,54,124
2023-0416,Rome Masters,Clay,128,M,20230508,253,3,R64,79,126094,6,,Andrey Rublev,R,188,RUS,25,144684,,,Alex Molcan,L,178,SVK,25,6,6,,,,3,1,54,34,28,13,10,2,2,3,4,,,,1,1,53,35,24,12,9,4,6,6,59
2023-0416,Rome Masters,Clay,128,M,20230508,220,3,R128,89,126239,,,Arthur Rinderknech,R,196,FRA,27,207925,,Q,Flavio Cobolli,R,,ITA,21,6,6,,,,8,1,66,51,34,12,10,4,4,4,3,,,,2,6,61,36,24,13,9,7,9,89,183
2023-0416,Rome Masters,Clay,128,M,20230508,224,3,R128,174,104926,,WC,Fabio Fognini,R,178,ITA,35,104918,,,Andy Murray,R,190,GBR,35,6,4,6,,,7,3,111,68,45,23,15,14,18,4,6,4,,,3,1,104,59,38,21,15,7,12,130,42
2023-0416,Rome Masters,Clay,128,M,20230508,251,3,R64,76,106065,,,Marco Cecchinato,R,185,ITA,30,105138,21,,Roberto Bautista Agut,R,183,ESP,35,6,6,,,,2,2,56,31,24,15,8,7,7,2,2,,,,0,0,48,34,20,6,8,2,6,83,25
2023-0416,Rome Masters,Clay,128,M,20230508,250,3,R64,71,105870,,Q,Yannick Hanfmann,R,193,GER,31,126203,9,,Taylor Fritz,R,193,USA,25,6,6,,,,2,0,44,25,18,14,8,1,2,4,1,,,,1,2,53,24,13,12,9,0,5,101,9
2023-0416,Rome Masters,Clay,128,M,20230508,249,3,R64,76,200670,,,J J Wolf,R,183,USA,24,128034,14,,Hubert Hurkacz,R,196,POL,26,6,6,,,,2,3,57,36,30,12,10,0,0,3,4,,,,8,1,52,27,21,13,9,0,2,54,15
2023-0416,Rome Masters,Clay,128,M,20230508,248,3,R64,146,100644,19,,Alexander Zverev,R,198,GER,26,105676,,,David Goffin,R,180,BEL,32,5,6,6,,,6,4,82,54,37,11,15,3,8,7,3,4,,,3,1,100,61,36,17,16,12,19,22,107
2023-0416,Rome Masters,Clay,128,M,20230508,247,3,R64,88,126523,31,,Bernabe Zapata Miralles,R,185,ESP,26,106186,,,Jason Kubler,R,178,AUS,29,6,6,,,,0,3,71,40,24,17,9,6,8,4,1,,,,0,2,43,25,12,8,8,3,8,38,66
2023-0416,Rome Masters,Clay,128,M,20230508,246,3,R64,88,106421,3,,Daniil Medvedev,R,198,RUS,27,200325,,,Emil Ruusuvuori,R,188,FIN,24,6,6,,,,6,2,54,35,25,8,9,0,2,4,2,,,,0,0,51,38,22,4,9,6,11,3,43
2023-0416,Rome Masters,Clay,128,M,20230508,245,3,R64,70,126774,5,,Stefanos Tsitsipas,R,193,GRE,24,132686,,,Nuno Borges,R,185,POR,26,6,6,,,,4,3,49,31,27,11,9,0,0,3,3,,,,1,1,63,43,24,12,9,3,6,5,88
2023-0416,Rome Masters,Clay,128,M,20230508,244,3,R64,105,132283,,,Lorenzo Sonego,R,191,ITA,27,106415,25,,Yoshihito Nishioka,L,170,JPN,27,7,6,,,,5,0,68,43,33,15,11,4,5,5,3,,,,1,0,60,36,20,15,10,3,6,48,32
2023-0416,Rome Masters,Clay,128,M,20230508,243,3,R64,112,207518,18,,Lorenzo Musetti,R,185,ITA,21,208286,,WC,Matteo Arnaldi,R,183,ITA,22,6,6,,,,1,1,66,42,30,16,10,3,3,4,4,,,,0,4,75,43,29,16,10,5,7,19,99
2023-0416,Rome Masters,Clay,128,M,20230508,223,3,R128,129,209950,,Q,Arthur Fils,R,185,FRA,18,207678,,Q,Juan Manuel Cerundolo,L,183,ARG,21,6,1,6,,,6,2,85,59,37,16,12,8,10,1,6,4,,,3,3,97,68,38,17,12,10,13,119,105
2023-0416,Rome Masters,Clay,128,M,20230508,242,3,R64,155,126207,12,,Frances Tiafoe,R,188,USA,25,127157,,Q,Daniel Altmaier,R,191,GER,24,3,7,6,,,7,1,108,63,43,25,15,9,11,6,5,3,,,8,1,94,65,44,18,15,8,11,12,65
2023-0416,Rome Masters,Clay,128,M,20230508,240,3,R64,226,106148,,,Roberto Carballes Baena,R,183,ESP,30,105554,20,,Daniel Evans,R,175,GBR,32,7,5,6,,,0,3,134,111,72,13,17,12,15,6,7,4,,,9,6,115,70,47,25,17,7,10,51,24
2023-0416,Rome Masters,Clay,128,M,20230508,239,3,R64,131,206681,,Q,Fabian Marozsan,R,191,HUN,23,208103,32,,Jiri Lehecka,R,185,CZE,21,4,6,7,,,0,2,103,68,46,19,15,3,6,6,1,6,,,3,4,80,52,40,12,14,3,7,135,39
2023-0416,Rome Masters,Clay,128,M,20230508,238,3,R64,86,207989,2,,Carlos Alcaraz,R,185,ESP,20,105077,,,Albert Ramos,L,188,ESP,35,6,6,,,,3,1,47,38,28,6,9,1,2,4,1,,,,1,1,64,41,23,10,8,8,12,2,72
2023-0416,Rome Masters,Clay,128,M,20230508,236,3,R128,122,144869,,,Tomas Martin Etcheverry,R,196,ARG,23,209414,,,Luca Van Assche,R,,FRA,18,7,6,,,,7,0,65,38,28,13,10,3,6,6,3,,,,3,2,80,49,27,15,11,5,10,61,85
2023-0416,Rome Masters,Clay,128,M,20230508,235,3,R128,77,104527,,,Stan Wawrinka,R,183,SUI,38,125802,,,Ilya Ivashka,R,193,BLR,29,6,6,,,,5,0,53,30,24,15,9,1,1,2,4,,,,2,1,55,33,22,9,9,3,6,84,73
2023-0416,Rome Masters,Clay,128,M,20230508,232,3,R128,87,105916,,,Marton Fucsovics,R,188,HUN,31,105936,,,Filip Krajinovic,R,185,SRB,31,6,6,,,,1,0,42,26,22,11,9,1,2,4,2,,,,1,0,58,43,24,7,9,1,5,92,74
2023-0416,Rome Masters,Clay,128,M,20230508,231,3,R128,62,124186,,Q,Alexandre Muller,R,183,FRA,26,106378,,PR,Kyle Edmund,R,188,GBR,28,6,6,,,,6,0,39,28,22,10,8,0,0,1,3,,,,1,1,51,31,17,7,8,1,5,100,473
2023-0416,Rome Masters,Clay,128,M,20230508,228,3,R128,95,200615,,Q,Alexei Popyrin,R,196,AUS,23,106331,,,Christopher Oconnell,R,183,AUS,28,6,7,,,,10,1,62,42,36,11,10,5,6,2,6,,,,0,6,61,33,26,11,10,1,4,77,78
2023-0416,Rome Masters,Clay,128,M,20230508,227,3,R128,79,126128,,Q,Roman Safiullin,R,185,RUS,25,106218,,,Marcos Giron,R,180,USA,29,6,6,,,,2,2,51,35,26,8,9,4,6,4,3,,,,3,0,61,36,22,10,10,4,9,103,60
2023-0416,Rome Masters,Clay,128,M,20230508,241,3,R64,212,106432,15,,Borna Coric,R,188,CRO,26,106329,,,Thiago Monteiro,L,183,BRA,28,4,7,7,,,10,4,109,57,49,31,17,3,5,6,6,6,,,8,0,114,72,52,29,17,4,5,16,98
2023-0416,Rome Masters,Clay,128,M,20230508,300,3,F,102,106421,3,,Daniil Medvedev,R,198,RUS,27,208029,7,,Holger Rune,R,185,DEN,20,7,7,,,,5,4,65,42,32,10,12,3,5,5,5,,,,2,1,68,33,17,22,12,2,6,3,7
2023-7694,Lyon,Clay,32,A,20230522,293,3,R16,87,200000,1,,Felix Auger Aliassime,R,193,CAN,22,208010,,Q,Pablo Llamas Ruiz,R,,ESP,20,7,6,,,,6,4,55,40,33,5,10,3,4,5,2,,,,2,0,58,36,22,9,10,3,7,10,240
2023-7694,Lyon,Clay,32,A,20230522,272,3,R32,110,106398,,,Pedro Cachin,R,185,ARG,28,104792,,WC,Gael Monfils,R,193,FRA,36,2,6,6,,,2,4,85,47,38,18,14,6,8,6,3,4,,,5,1,74,38,31,19,13,3,5,63,386
2023-0322,Geneva,Clay,32,A,20230522,275,3,R32,144,106148,,,Roberto Carballes Baena,R,183,ESP,30,209405,,Q,Daniel Rincon,L,,ESP,20,6,4,6,,,3,3,106,72,45,16,13,10,13,4,6,0,,,1,8,83,44,29,16,13,3,9,58,274
2023-0322,Geneva,Clay,32,A,20230522,276,3,R32,169,106331,,,Christopher Oconnell,R,183,AUS,28,126120,,Q,Nino Serdarusic,R,191,CRO,26,7,6,6,,,12,0,103,55,41,32,15,3,3,6,7,1,,,4,4,105,66,50,18,16,4,7,85,307
2023-0322,Geneva,Clay,32,A,20230522,277,3,R32,78,126523,7,,Bernabe Zapata Miralles,R,185,ESP,26,126964,,Q,Vitaliy Sachko,R,183,UKR,25,6,6,,,,2,3,53,32,24,11,9,3,4,2,4,,,,1,1,55,32,19,11,9,9,13,37,286
2023-0322,Geneva,Clay,32,A,20230522,278,3,R32,122,106065,,,Marco Cecchinato,R,185,ITA,30,210097,5,,Ben Shelton,L,,USA,20,7,2,6,,,7,4,81,56,40,13,14,3,6,5,6,2,,,8,6,92,65,41,13,14,7,11,73,35
2023-7694,Lyon,Clay,32,A,20230522,271,3,R32,77,105676,,,David Goffin,R,180,BEL,32,126533,,Q,Alvaro Lopez San Martin,R,,ESP,25,6,6,,,,3,1,45,17,13,21,8,1,1,1,3,,,,4,3,63,43,27,5,8,13,17,113,298
2023-0322,Geneva,Clay,32,A,20230522,280,3,R32,74,111153,,,Christopher Eubanks,R,201,USA,27,105332,,WC,Benoit Paire,R,196,FRA,34,7,6,,,,3,2,62,41,34,11,10,3,4,6,3,,,,5,6,64,30,21,21,11,1,4,75,149
2023-0322,Geneva,Clay,32,A,20230522,282,3,R32,103,134868,6,,Tallon Griekspoor,R,188,NED,26,105882,,Q,Stefano Travaglia,R,185,ITA,31,7,7,,,,5,3,69,46,37,13,12,1,3,5,6,,,,5,1,74,46,31,16,12,0,3,39,282
2023-0322,Geneva,Clay,32,A,20230522,283,3,R32,68,111797,,,Nicolas Jarry,R,198,CHI,27,105583,,,Dusan Lajovic,R,180,SRB,32,6,6,,,,10,0,42,32,27,9,9,0,0,4,2,,,,0,2,55,28,18,14,9,3,6,54,51
2023-0322,Geneva,Clay,32,A,20230522,284,3,R32,75,200670,,,J J Wolf,R,183,USA,24,106198,,PR,Hugo Dellien,R,180,BOL,29,6,6,,,,5,2,55,37,28,11,9,2,2,4,2,,,,1,1,53,42,24,6,9,4,7,49,160
2023-0322,Geneva,Clay,32,A,20230522,286,3,R16,118,126203,2,,Taylor Fritz,R,193,USA,25,106218,,,Marcos Giron,R,180,USA,29,4,6,6,,,8,5,78,41,29,24,14,5,8,6,2,3,,,4,2,86,56,33,12,13,8,13,9,74
2023-0322,Geneva,Clay,32,A,20230522,287,3,R16,158,125802,,,Ilya Ivashka,R,193,BLR,29,105173,8,,Adrian Mannarino,L,183,FRA,34,6,4,6,,,1,2,88,62,39,9,14,2,8,4,6,3,,,4,1,114,62,38,20,15,10,18,86,47
2023-0322,Geneva,Clay,32,A,20230522,273,3,R32,80,105173,8,,Adrian Mannarino,L,183,FRA,34,105936,,,Filip Krajinovic,R,185,SRB,31,7,6,,,,4,1,58,31,25,15,10,1,2,5,1,,,,7,3,59,40,26,6,9,6,10,47,92
2023-0322,Geneva,Clay,32,A,20230522,288,3,R16,67,105777,4,,Grigor Dimitrov,R,188,BUL,32,106148,,,Roberto Carballes Baena,R,183,ESP,30,6,6,,,,4,1,48,27,23,14,9,0,0,1,4,,,,3,2,43,23,16,10,8,2,5,33,58
2023-0322,Geneva,Clay,32,A,20230522,290,3,R16,92,200059,,,Yibing Wu,R,183,CHN,23,106065,,,Marco Cecchinato,R,185,ITA,30,7,6,,,,1,0,69,43,29,13,11,2,5,6,3,,,,1,2,69,46,31,8,10,5,9,59,73
2023-0322,Geneva,Clay,32,A,20230522,291,3,R16,67,100644,3,,Alexander Zverev,R,198,GER,26,111153,,,Christopher Eubanks,R,201,USA,27,6,6,,,,5,2,44,33,29,5,8,1,1,2,3,,,,4,4,49,32,21,7,9,2,6,27,75
2023-0322,Geneva,Clay,32,A,20230522,292,3,R16,0,111797,,,Nicolas Jarry,R,198,CHI,27,134868,6,,Tallon Griekspoor,R,188,NED,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,39
2023-0322,Geneva,Clay,32,A,20230522,293,3,R16,81,134770,1,,Casper Ruud,R,183,NOR,24,200670,,,J J Wolf,R,183,USA,24,6,7,,,,6,2,63,39,31,16,11,2,2,3,5,,,,6,2,52,31,24,11,10,1,3,4,49
2023-0322,Geneva,Clay,32,A,20230522,294,3,QF,51,126203,2,,Taylor Fritz,R,193,USA,25,125802,,,Ilya Ivashka,R,193,BLR,29,6,6,,,,6,2,37,21,19,13,8,0,0,1,2,,,,0,2,37,25,13,3,7,3,7,9,86
2023-0322,Geneva,Clay,32,A,20230522,295,3,QF,163,105777,4,,Grigor Dimitrov,R,188,BUL,32,106331,,,Christopher Oconnell,R,183,AUS,28,6,7,6,,,13,3,107,63,52,22,17,6,8,7,5,4,,,7,3,113,66,49,20,17,6,10,33,85
2023-0322,Geneva,Clay,32,A,20230522,296,3,QF,21,100644,3,,Alexander Zverev,R,198,GER,26,200059,,,Yibing Wu,R,183,CHN,23,4,,,,,2,0,10,9,7,1,2,0,0,1,,,,,0,2,22,16,7,3,3,3,5,27,59
2023-0322,Geneva,Clay,32,A,20230522,297,3,QF,151,111797,,,Nicolas Jarry,R,198,CHI,27,134770,1,,Casper Ruud,R,183,NOR,24,3,7,7,,,12,3,87,51,42,23,16,2,4,6,6,5,,,3,4,107,67,49,23,17,3,5,54,4
2023-0322,Geneva,Clay,32,A,20230522,298,3,SF,172,105777,4,,Grigor Dimitrov,R,188,BUL,32,126203,2,,Taylor Fritz,R,193,USA,25,3,7,7,,,8,10,131,70,48,29,16,9,13,6,5,6,,,13,0,103,63,49,18,17,4,8,33,9
2023-0322,Geneva,Clay,32,A,20230522,299,3,SF,106,111797,,,Nicolas Jarry,R,198,CHI,27,100644,3,,Alexander Zverev,R,198,GER,26,7,6,,,,7,3,69,48,43,9,11,1,1,6,3,,,,6,5,65,49,37,6,10,2,3,54,27
2023-0322,Geneva,Clay,32,A,20230522,300,3,F,97,111797,,,Nicolas Jarry,R,198,CHI,27,105777,4,,Grigor Dimitrov,R,188,BUL,32,7,6,,,,9,3,66,38,34,13,10,3,4,6,1,,,,7,1,57,31,19,15,9,1,4,54,33
2023-0322,Geneva,Clay,32,A,20230522,289,3,R16,36,106331,,,Christopher Oconnell,R,183,AUS,28,126523,7,,Bernabe Zapata Miralles,R,185,ESP,26,6,3,,,,4,0,20,12,9,7,4,0,0,0,0,,,,0,3,34,20,7,4,5,2,7,85,37
2023-0322,Geneva,Clay,32,A,20230522,272,3,R32,90,125802,,,Ilya Ivashka,R,193,BLR,29,105550,,PR,Guido Pella,L,185,ARG,33,6,7,,,,6,3,60,29,25,18,11,3,4,4,5,,,,1,0,58,44,29,8,11,1,4,86,421
2023-0322,Geneva,Clay,32,A,20230522,279,3,R32,132,200059,,,Yibing Wu,R,183,CHN,23,144817,,,Marc Andrea Huesler,L,196,SUI,26,6,4,7,,,3,7,112,64,39,24,16,3,8,4,6,6,,,9,3,92,58,38,21,16,2,7,59,81
2023-7694,Lyon,Clay,32,A,20230522,300,3,F,96,209950,,WC,Arthur Fils,R,185,FRA,18,202103,4,,Francisco Cerundolo,R,185,ARG,24,6,7,,,,2,1,70,36,26,19,11,1,3,3,5,,,,1,7,62,32,17,17,10,2,6,112,28
2023-7694,Lyon,Clay,32,A,20230522,273,3,R32,124,202104,6,,Sebastian Baez,R,170,ARG,22,105916,,,Marton Fucsovics,R,188,HUN,31,6,7,,,,1,1,71,47,31,17,11,5,7,4,6,,,,1,2,92,59,38,14,11,7,10,44,80
2023-7694,Lyon,Clay,32,A,20230522,275,3,R32,191,122669,,,Juan Pablo Varillas,R,185,PER,27,105077,,,Albert Ramos,L,188,ESP,35,3,7,6,,,10,1,100,68,51,14,15,2,4,6,6,4,,,5,4,140,98,63,22,16,9,11,97,66
2023-7694,Lyon,Clay,32,A,20230522,276,3,R32,74,207733,,,Jack Draper,L,191,GBR,21,124186,,,Alexandre Muller,R,183,FRA,26,6,6,,,,6,0,49,33,28,9,9,0,0,2,3,,,,0,0,55,31,19,12,8,3,6,60,100
2023-7694,Lyon,Clay,32,A,20230522,277,3,R32,71,200175,5,,Miomir Kecmanovic,R,183,SRB,23,106177,,LL,Oriol Roca Batalla,R,173,ESP,30,6,6,,,,2,0,40,24,20,12,8,0,0,1,3,,,,5,3,60,30,20,12,8,5,9,36,310
2023-7694,Lyon,Clay,32,A,20230522,278,3,R32,121,206909,8,,Brandon Nakashima,R,185,USA,21,106043,,,Diego Schwartzman,R,170,ARG,30,7,6,,,,4,3,78,42,32,14,11,4,7,5,3,,,,0,2,72,46,27,9,10,11,16,52,93
2023-0322,Geneva,Clay,32,A,20230522,271,3,R32,58,106218,,,Marcos Giron,R,180,USA,29,122330,,,Alexander Bublik,R,196,KAZ,25,6,6,,,,2,0,43,24,20,13,8,0,0,0,4,,,,6,5,50,27,16,9,8,2,6,74,48
2023-7694,Lyon,Clay,32,A,20230522,280,3,R32,90,106296,,,Gregoire Barrere,R,183,FRA,29,144895,,,Corentin Moutet,L,178,FRA,24,6,6,,,,3,2,66,42,30,11,9,5,6,4,2,,,,2,4,54,36,19,9,9,5,9,55,61
2023-7694,Lyon,Clay,32,A,20230522,282,3,R32,114,144707,,,Mikael Ymer,R,183,SWE,24,104755,7,,Richard Gasquet,R,185,FRA,36,6,7,,,,7,2,75,51,34,10,11,3,6,3,5,,,,1,2,69,32,18,16,10,5,10,53,50
2023-7694,Lyon,Clay,32,A,20230522,283,3,R32,77,209950,,WC,Arthur Fils,R,185,FRA,18,111190,,Q,Zhizhen Zhang,R,193,CHN,26,6,6,,,,6,0,53,28,23,12,9,2,4,3,2,,,,6,7,56,34,19,7,8,3,8,112,70
2023-7694,Lyon,Clay,32,A,20230522,284,3,R32,134,208010,,Q,Pablo Llamas Ruiz,R,,ESP,20,126845,,,Max Purcell,R,185,AUS,25,6,6,6,,,1,2,98,71,53,12,15,4,6,4,7,1,,,5,0,101,70,43,15,14,8,13,240,67
2023-7694,Lyon,Clay,32,A,20230522,286,3,R16,88,111815,2,,Cameron Norrie,L,188,GBR,27,105676,,,David Goffin,R,180,BEL,32,6,6,,,,5,1,65,41,31,12,10,5,6,3,4,,,,1,2,58,36,20,13,9,3,6,14,113
2023-7694,Lyon,Clay,32,A,20230522,287,3,R16,152,202104,6,,Sebastian Baez,R,170,ARG,22,106398,,,Pedro Cachin,R,185,ARG,28,3,7,6,,,0,3,93,66,44,11,14,6,10,6,5,2,,,6,4,111,57,41,20,15,10,16,44,63
2023-7694,Lyon,Clay,32,A,20230522,279,3,R32,91,126239,,,Arthur Rinderknech,R,196,FRA,27,144750,,Q,Lloyd Harris,R,193,RSA,26,6,6,,,,3,2,60,30,24,17,9,4,4,4,2,,,,1,0,55,38,24,9,9,4,7,78,306
2023-7694,Lyon,Clay,32,A,20230522,289,3,R16,92,207733,,,Jack Draper,L,191,GBR,21,200175,5,,Miomir Kecmanovic,R,183,SRB,23,6,7,,,,6,2,60,33,27,14,11,0,1,4,5,,,,2,1,62,43,28,10,11,1,4,60,36
2023-7694,Lyon,Clay,32,A,20230522,288,3,R16,35,202103,4,,Francisco Cerundolo,R,185,ARG,24,122669,,,Juan Pablo Varillas,R,185,PER,27,6,0,,,,0,1,20,11,10,6,4,0,0,2,0,,,,0,1,26,19,11,3,4,4,6,28,97
2023-7694,Lyon,Clay,32,A,20230522,299,3,SF,175,209950,,WC,Arthur Fils,R,185,FRA,18,206909,8,,Brandon Nakashima,R,185,USA,21,7,4,7,,,8,6,127,55,43,37,17,9,12,5,6,6,,,8,2,99,54,42,25,17,1,4,112,52
2023-7694,Lyon,Clay,32,A,20230522,298,3,SF,72,202103,4,,Francisco Cerundolo,R,185,ARG,24,111815,2,,Cameron Norrie,L,188,GBR,27,6,6,,,,2,2,38,26,23,6,7,1,1,3,0,,,,2,1,60,33,20,9,8,9,14,28,14
2023-7694,Lyon,Clay,32,A,20230522,296,3,QF,108,206909,8,,Brandon Nakashima,R,185,USA,21,126205,3,,Tommy Paul,R,185,USA,26,6,7,,,,6,0,81,58,42,12,11,6,8,3,6,,,,7,3,62,41,28,8,10,0,3,52,17
2023-7694,Lyon,Clay,32,A,20230522,295,3,QF,149,202103,4,,Francisco Cerundolo,R,185,ARG,24,207733,,,Jack Draper,L,191,GBR,21,4,6,6,,,0,7,99,68,47,16,15,7,9,6,4,3,,,5,5,102,59,44,17,14,12,15,28,60
2023-7694,Lyon,Clay,32,A,20230522,297,3,QF,0,209950,,WC,Arthur Fils,R,185,FRA,18,200000,1,,Felix Auger Aliassime,R,193,CAN,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112,10
2023-7694,Lyon,Clay,32,A,20230522,292,3,R16,,209950,,WC,Arthur Fils,R,185,FRA,18,144707,,,Mikael Ymer,R,183,SWE,24,6,,,,,0,2,34,20,14,7,5,2,3,5,,,,,1,1,43,36,21,4,6,5,7,112,53
2023-7694,Lyon,Clay,32,A,20230522,291,3,R16,156,126205,3,,Tommy Paul,R,185,USA,26,106296,,,Gregoire Barrere,R,183,FRA,29,7,4,6,,,7,1,120,82,52,22,16,11,13,6,6,3,,,1,7,104,55,38,26,15,4,6,17,55
